"","codigo_comuna","nombre_comuna","Tipo de zona","n_estudiantes","promedio"
"99",5501,"QUILLOTA","Urbano",7138,5.6
"100",5502,"CALERA","Rural",136,5.5
"101",5502,"CALERA","Urbano",4427,5.6
"102",5503,"HIJUELAS","Rural",427,5.7
"103",5503,"HIJUELAS","Urbano",721,5.6
"104",5504,"LA CRUZ","Rural",118,5.5
"105",5504,"LA CRUZ","Urbano",598,5.5
"106",5506,"NOGALES","Rural",62,5.4
"107",5506,"NOGALES","Urbano",1356,5.5
"108",5601,"SAN ANTONIO","Rural",196,5.6
"109",5601,"SAN ANTONIO","Urbano",6503,5.6
"110",5602,"ALGARROBO","Rural",77,5.7
"111",5602,"ALGARROBO","Urbano",840,5.7
"112",5603,"CARTAGENA","Rural",127,5.7
"113",5603,"CARTAGENA","Urbano",1682,5.6
"114",5604,"EL QUISCO","Rural",165,5.9
"115",5604,"EL QUISCO","Urbano",784,5.5
"116",5605,"EL TABO","Urbano",447,5.8
"117",5606,"SANTO DOMINGO","Rural",164,5.8
"118",5606,"SANTO DOMINGO","Urbano",733,5.7
"119",5701,"SAN FELIPE","Rural",446,5.5
"120",5701,"SAN FELIPE","Urbano",5799,5.5
"121",5702,"CATEMU","Rural",368,5.4
"122",5702,"CATEMU","Urbano",505,5.4
"123",5703,"LLAILLAY","Rural",132,5.5
"124",5703,"LLAILLAY","Urbano",1915,5.5
"125",5704,"PANQUEHUE","Rural",69,5.5
"126",5704,"PANQUEHUE","Urbano",522,5.5
"127",5705,"PUTAENDO","Rural",320,5.5
"128",5705,"PUTAENDO","Urbano",694,5.5
"129",5706,"SANTA MARÍA","Rural",236,5.1
"130",5706,"SANTA MARÍA","Urbano",764,5.6
"131",5801,"QUILPUÉ","Rural",61,6
"132",5801,"QUILPUÉ","Urbano",11530,5.6
"133",5802,"LIMACHE","Rural",59,5.5
"134",5802,"LIMACHE","Urbano",3246,5.6
"135",5803,"OLMUÉ","Rural",187,5.6
"136",5803,"OLMUÉ","Urbano",772,5.4
"137",5804,"VILLA ALEMANA","Rural",23,5.4
"138",5804,"VILLA ALEMANA","Urbano",7889,5.7
"139",6101,"RANCAGUA","Rural",884,5.4
"140",6101,"RANCAGUA","Urbano",18092,5.6
"141",6102,"CODEGUA","Rural",242,5.4
"142",6102,"CODEGUA","Urbano",462,5.5
"143",6103,"COINCO","Rural",319,5.6
"144",6103,"COINCO","Urbano",145,5.8
"145",6104,"COLTAUCO","Rural",835,5.2
"146",6104,"COLTAUCO","Urbano",558,5.4
"147",6105,"DOÑIHUE","Rural",564,5.4
"148",6105,"DOÑIHUE","Urbano",1079,5.7
"149",6106,"GRANEROS","Rural",255,5.6
"150",6106,"GRANEROS","Urbano",3003,5.4
"151",6107,"LAS CABRAS","Rural",667,5.4
"152",6107,"LAS CABRAS","Urbano",1176,5.5
"153",6108,"MACHALÍ","Rural",293,5.6
"154",6108,"MACHALÍ","Urbano",4329,5.8
"155",6109,"MALLOA","Rural",337,5.4
"156",6109,"MALLOA","Urbano",360,5.2
"157",6110,"MOSTAZAL","Rural",466,5.5
"158",6110,"MOSTAZAL","Urbano",1306,5.7
"159",6111,"OLIVAR","Rural",203,5
"160",6111,"OLIVAR","Urbano",599,5.7
"161",6112,"PEUMO","Rural",469,5.5
"162",6112,"PEUMO","Urbano",502,5.1
"163",6113,"PICHIDEGUA","Rural",809,5.6
"164",6113,"PICHIDEGUA","Urbano",360,5.7
"165",6114,"QUINTA DE TILCOCO","Rural",365,5.6
"166",6114,"QUINTA DE TILCOCO","Urbano",551,5.8
"167",6115,"RENGO","Rural",948,5.5
"168",6115,"RENGO","Urbano",3637,5.6
"169",6116,"REQUÍNOA","Rural",726,5.5
"170",6116,"REQUÍNOA","Urbano",986,5.7
"171",6117,"SAN VICENTE","Rural",1022,5.4
"172",6117,"SAN VICENTE","Urbano",2565,5.6
"173",6201,"PICHILEMU","Rural",362,5.6
"174",6201,"PICHILEMU","Urbano",769,5.7
"175",6202,"LA ESTRELLA","Rural",28,5.6
"176",6202,"LA ESTRELLA","Urbano",137,5.7
"177",6203,"LITUECHE","Rural",443,5.5
"178",6204,"MARCHIHUE","Rural",230,5.7
"179",6204,"MARCHIHUE","Urbano",161,5.7
"180",6205,"NAVIDAD","Rural",174,5.3
"181",6205,"NAVIDAD","Urbano",196,5.7
"182",6206,"PAREDONES","Rural",140,5.5
"183",6206,"PAREDONES","Urbano",210,5.6
"184",6301,"SAN FERNANDO","Rural",631,5.4
"185",6301,"SAN FERNANDO","Urbano",5526,5.6
"186",6302,"CHÉPICA","Rural",413,5.4
"187",6302,"CHÉPICA","Urbano",428,5.6
"188",6303,"CHIMBARONGO","Rural",1142,5.6
"189",6303,"CHIMBARONGO","Urbano",1413,5.6
"190",6304,"LOLOL","Rural",188,5.9
"191",6304,"LOLOL","Urbano",190,5.4
"192",6305,"NANCAGUA","Rural",429,5.6
"193",6305,"NANCAGUA","Urbano",822,5.7
"194",6306,"PALMILLA","Rural",373,5.5
"195",6306,"PALMILLA","Urbano",163,5.6
"196",6307,"PERALILLO","Rural",116,5.6
"197",6307,"PERALILLO","Urbano",508,5.9
"198",6308,"PLACILLA","Rural",330,5.4
"199",6308,"PLACILLA","Urbano",96,5.3
"200",6309,"PUMANQUE","Rural",90,5.5
"201",6309,"PUMANQUE","Urbano",79,5.9
"202",6310,"SANTA CRUZ","Rural",582,5.6
"203",6310,"SANTA CRUZ","Urbano",2731,5.6
"204",7101,"TALCA","Rural",1097,5.6
"205",7101,"TALCA","Urbano",16392,5.7
"206",7102,"CONSTITUCIÓN","Rural",852,5.5
"207",7102,"CONSTITUCIÓN","Urbano",2690,5.6
"208",7103,"CUREPTO","Rural",301,5.4
"209",7103,"CUREPTO","Urbano",242,5.6
"210",7104,"EMPEDRADO","Rural",77,5.7
"211",7104,"EMPEDRADO","Urbano",239,5.6
"212",7105,"MAULE","Rural",967,5.6
"213",7105,"MAULE","Urbano",1179,5.6
"214",7106,"PELARCO","Rural",351,5.6
"215",7106,"PELARCO","Urbano",180,6
"216",7107,"PENCAHUE","Rural",237,5.6
"217",7107,"PENCAHUE","Urbano",188,5.8
"218",7108,"RÍO CLARO","Rural",486,5.5
"219",7108,"RÍO CLARO","Urbano",475,5.4
"220",7109,"SAN CLEMENTE","Rural",1222,5.6
"221",7109,"SAN CLEMENTE","Urbano",1898,5.7
"222",7110,"SAN RAFAEL","Rural",223,5.7
"223",7110,"SAN RAFAEL","Urbano",512,5.7
"224",7201,"CAUQUENES","Rural",237,5.6
"225",7201,"CAUQUENES","Urbano",2620,5.7
"226",7202,"CHANCO","Rural",227,5.8
"227",7202,"CHANCO","Urbano",318,5.4
"228",7203,"PELLUHUE","Rural",144,6
"229",7203,"PELLUHUE","Urbano",410,5.7
"230",7301,"CURICÓ","Rural",1800,5.5
"231",7301,"CURICÓ","Urbano",10165,5.6
"232",7302,"HUALAÑÉ","Rural",271,5.9
"233",7302,"HUALAÑÉ","Urbano",372,5.9
"234",7303,"LICANTÉN","Rural",158,5.8
"235",7303,"LICANTÉN","Urbano",328,5.8
"236",7304,"MOLINA","Rural",857,5.1
"237",7304,"MOLINA","Urbano",2281,5.5
"238",7305,"RAUCO","Rural",317,5.5
"239",7305,"RAUCO","Urbano",171,5.9
"240",7306,"ROMERAL","Rural",414,5.6
"241",7306,"ROMERAL","Urbano",554,5.6
"242",7307,"SAGRADA FAMILIA","Rural",707,5.7
"243",7307,"SAGRADA FAMILIA","Urbano",391,5.5
"244",7308,"TENO","Rural",1316,5.6
"245",7308,"TENO","Urbano",505,5.4
"246",7309,"VICHUQUEN","Rural",208,5.5
"247",7309,"VICHUQUEN","Urbano",53,5.9
"248",7401,"LINARES","Rural",1066,5.4
"249",7401,"LINARES","Urbano",6817,5.5
"250",7402,"COLBÚN","Rural",937,5.5
"251",7402,"COLBÚN","Urbano",625,5.3
"252",7403,"LONGAVÍ","Rural",1320,5.5
"253",7403,"LONGAVÍ","Urbano",654,5.6
"254",7404,"PARRAL","Rural",428,5.5
"255",7404,"PARRAL","Urbano",2690,5.6
"256",7405,"RETIRO","Rural",762,5.6
"257",7405,"RETIRO","Urbano",625,5.4
"258",7406,"SAN JAVIER","Rural",880,5.3
"259",7406,"SAN JAVIER","Urbano",2875,5.4
"260",7407,"VILLA ALEGRE","Rural",799,5.5
"261",7407,"VILLA ALEGRE","Urbano",221,5.5
"262",7408,"YERBAS BUENAS","Rural",622,5.4
"263",7408,"YERBAS BUENAS","Urbano",151,5.5
"264",8101,"CONCEPCIÓN","Rural",205,5.7
"265",8101,"CONCEPCIÓN","Urbano",14986,5.6
"266",8102,"CORONEL","Rural",382,5.9
"267",8102,"CORONEL","Urbano",8644,5.6
"268",8103,"CHIGUAYANTE","Urbano",6169,5.7
"269",8104,"FLORIDA","Rural",264,5.6
"270",8104,"FLORIDA","Urbano",416,5.7
"271",8105,"HUALQUI","Rural",272,5.3
"272",8105,"HUALQUI","Urbano",1452,5.9
"273",8106,"LOTA","Urbano",3415,5.6
"274",8107,"PENCO","Rural",196,5.3
"275",8107,"PENCO","Urbano",2820,5.6
"276",8108,"SAN PEDRO DE LA PAZ","Urbano",10059,5.7
"277",8109,"SANTA JUANA","Rural",130,5.4
"278",8109,"SANTA JUANA","Urbano",931,5.7
"279",8110,"TALCAHUANO","Rural",161,5.8
"280",8110,"TALCAHUANO","Urbano",9145,5.7
"281",8111,"TOMÉ","Rural",521,5.7
"282",8111,"TOMÉ","Urbano",3171,5.8
"283",8112,"HUALPÉN","Urbano",5554,5.6
"284",8201,"LEBU","Rural",290,5.4
"285",8201,"LEBU","Urbano",1668,5.5
"286",8202,"ARAUCO","Rural",831,5.5
"287",8202,"ARAUCO","Urbano",1955,5.7
"288",8203,"CAÑETE","Rural",1100,5.4
"289",8203,"CAÑETE","Urbano",1728,5.6
"290",8204,"CONTULMO","Rural",284,5.3
"291",8204,"CONTULMO","Urbano",192,5.7
"292",8205,"CURANILAHUE","Rural",97,5.6
"293",8205,"CURANILAHUE","Urbano",2360,5.8
"294",8206,"LOS ÁLAMOS","Rural",1256,5.6
"295",8206,"LOS ÁLAMOS","Urbano",564,5.4
"296",8207,"TIRÚA","Rural",759,5.4
"297",8207,"TIRÚA","Urbano",248,5.7
"298",8301,"LOS ÁNGELES","Rural",2983,5.6
"299",8301,"LOS ÁNGELES","Urbano",13054,5.7
"300",8302,"ANTUCO","Rural",31,5.8
"301",8302,"ANTUCO","Urbano",233,5.7
"302",8303,"CABRERO","Rural",312,5.5
"303",8303,"CABRERO","Urbano",1738,5.6
"304",8304,"LAJA","Rural",243,5.5
"305",8304,"LAJA","Urbano",1585,5.6
"306",8305,"MULCHÉN","Rural",169,6
"307",8305,"MULCHÉN","Urbano",2033,5.6
"308",8306,"NACIMIENTO","Rural",102,5.5
"309",8306,"NACIMIENTO","Urbano",2012,5.6
"310",8307,"NEGRETE","Rural",194,5.5
"311",8307,"NEGRETE","Urbano",499,5.5
"312",8308,"QUILACO","Rural",67,5.3
"313",8308,"QUILACO","Urbano",142,5.4
"314",8309,"QUILLECO","Rural",137,5.5
"315",8309,"QUILLECO","Urbano",428,5.5
"316",8310,"SAN ROSENDO","Rural",17,6.2
"317",8310,"SAN ROSENDO","Urbano",134,5.6
"318",8311,"SANTA BÁRBARA","Rural",355,5.5
"319",8311,"SANTA BÁRBARA","Urbano",722,5.9
"320",8312,"TUCAPEL","Rural",160,5.6
"321",8312,"TUCAPEL","Urbano",791,5.7
"322",8313,"YUMBEL","Rural",246,5.7
"323",8313,"YUMBEL","Urbano",1092,5.6
"324",8314,"ALTO BIOBÍO","Rural",628,5.5
"325",9101,"TEMUCO","Rural",1046,5.5
"326",9101,"TEMUCO","Urbano",19944,5.6
"327",9102,"CARAHUE","Rural",836,5.5
"328",9102,"CARAHUE","Urbano",1136,5.8
"329",9103,"CUNCO","Rural",258,5.4
"330",9103,"CUNCO","Urbano",886,5.6
"331",9104,"CURARREHUE","Rural",407,5.5
"332",9104,"CURARREHUE","Urbano",223,5.6
"333",9105,"FREIRE","Rural",804,5.5
"334",9105,"FREIRE","Urbano",802,5.3
"335",9106,"GALVARINO","Rural",596,5.3
"336",9106,"GALVARINO","Urbano",393,5.8
"337",9107,"GORBEA","Rural",54,5.8
"338",9107,"GORBEA","Urbano",857,5.6
"339",9108,"LAUTARO","Rural",769,5.3
"340",9108,"LAUTARO","Urbano",2264,5.6
"341",9109,"LONCOCHE","Rural",258,5.4
"342",9109,"LONCOCHE","Urbano",1414,5.6
"343",9110,"MELIPEUCO","Rural",120,5.6
"344",9110,"MELIPEUCO","Urbano",339,5.6
"345",9111,"NUEVA IMPERIAL","Rural",734,5.4
"346",9111,"NUEVA IMPERIAL","Urbano",1862,5.5
"347",9112,"PADRE LAS CASAS","Rural",2623,5.4
"348",9112,"PADRE LAS CASAS","Urbano",2691,5.6
"349",9113,"PERQUENCO","Rural",268,5.3
"350",9113,"PERQUENCO","Urbano",246,5.3
"351",9114,"PITRUFQUÉN","Rural",239,5.4
"352",9114,"PITRUFQUÉN","Urbano",1669,5.5
"353",9115,"PUCÓN","Rural",608,5.6
"354",9115,"PUCÓN","Urbano",1495,5.7
"355",9116,"SAAVEDRA","Rural",553,5.5
"356",9116,"SAAVEDRA","Urbano",431,5.5
"357",9117,"TEODORO SCHMIDT","Rural",374,5.4
"358",9117,"TEODORO SCHMIDT","Urbano",652,5.7
"359",9118,"TOLTÉN","Rural",340,5.7
"360",9118,"TOLTÉN","Urbano",449,5.6
"361",9119,"VILCÚN","Rural",1054,5.4
"362",9119,"VILCÚN","Urbano",1255,5.5
"363",9120,"VILLARRICA","Rural",1244,5.7
"364",9120,"VILLARRICA","Urbano",3590,5.9
"365",9121,"CHOLCHOL","Rural",590,5.4
"366",9121,"CHOLCHOL","Urbano",417,5.5
"367",9201,"ANGOL","Rural",117,5.5
"368",9201,"ANGOL","Urbano",3994,5.6
"369",9202,"COLLIPULLI","Rural",391,5.4
"370",9202,"COLLIPULLI","Urbano",1806,5.6
"371",9203,"CURACAUTÍN","Rural",217,5.6
"372",9203,"CURACAUTÍN","Urbano",996,5.6
"373",9204,"ERCILLA","Rural",391,5.4
"374",9204,"ERCILLA","Urbano",314,5.6
"375",9205,"LONQUIMAY","Rural",521,5.5
"376",9205,"LONQUIMAY","Urbano",320,5.7
"377",9206,"LOS SAUCES","Rural",110,5.4
"378",9206,"LOS SAUCES","Urbano",385,5.6
"379",9207,"LUMACO","Rural",303,5.4
"380",9207,"LUMACO","Urbano",385,5.5
"381",9208,"PURÉN","Rural",351,5.4
"382",9208,"PURÉN","Urbano",539,5.5
"383",9209,"RENAICO","Rural",16,5.7
"384",9209,"RENAICO","Urbano",693,5.5
"385",9210,"TRAIGUÉN","Rural",95,4.9
"386",9210,"TRAIGUÉN","Urbano",1258,5.5
"387",9211,"VICTORIA","Rural",486,5.4
"388",9211,"VICTORIA","Urbano",1924,5.6
"389",10101,"PUERTO MONTT","Rural",2802,5.4
"390",10101,"PUERTO MONTT","Urbano",17528,5.6
"391",10102,"CALBUCO","Rural",1553,5.5
"392",10102,"CALBUCO","Urbano",1134,5.4
"393",10103,"COCHAMÓ","Rural",237,5.5
"394",10104,"FRESIA","Rural",244,5.4
"395",10104,"FRESIA","Urbano",573,5.4
"396",10105,"FRUTILLAR","Rural",481,5.4
"397",10105,"FRUTILLAR","Urbano",1072,5.7
"398",10106,"LOS MUERMOS","Rural",751,5.3
"399",10106,"LOS MUERMOS","Urbano",593,5.6
"400",10107,"LLANQUIHUE","Rural",164,5.5
"401",10107,"LLANQUIHUE","Urbano",997,5.7
"402",10108,"MAULLIN","Rural",339,5.7
"403",10108,"MAULLIN","Urbano",533,5.8
"404",10109,"PUERTO VARAS","Rural",479,5.4
"405",10109,"PUERTO VARAS","Urbano",3083,5.7
"406",10201,"CASTRO","Rural",477,5.7
"407",10201,"CASTRO","Urbano",3159,5.7
"408",10202,"ANCUD","Rural",600,5.6
"409",10202,"ANCUD","Urbano",2453,5.7
"410",10203,"CHONCHI","Rural",344,5.7
"411",10203,"CHONCHI","Urbano",584,5.7
"412",10204,"CURACO DE VÉLEZ","Rural",131,5.5
"413",10204,"CURACO DE VÉLEZ","Urbano",88,5.4
"414",10205,"DALCAHUE","Rural",523,5.5
"415",10205,"DALCAHUE","Urbano",652,5.7
"416",10206,"PUQUELDÓN","Rural",205,5.8
"417",10206,"PUQUELDÓN","Urbano",53,5.9
"418",10207,"QUEILÉN","Rural",245,5.6
"419",10207,"QUEILÉN","Urbano",119,5.9
"420",10208,"QUELLÓN","Rural",660,5.7
"421",10208,"QUELLÓN","Urbano",1718,5.6
"422",10209,"QUEMCHI","Rural",341,5.5
"423",10209,"QUEMCHI","Urbano",258,5.8
"424",10210,"QUINCHAO","Rural",288,5.5
"425",10210,"QUINCHAO","Urbano",333,5.6
"426",10301,"OSORNO","Rural",1181,5.6
"427",10301,"OSORNO","Urbano",11238,5.6
"428",10302,"PUERTO OCTAY","Rural",334,5.4
"429",10302,"PUERTO OCTAY","Urbano",255,5.6
"430",10303,"PURRANQUE","Rural",146,5.7
"431",10303,"PURRANQUE","Urbano",1300,5.5
"432",10304,"PUYEHUE","Rural",410,5.5
"433",10304,"PUYEHUE","Urbano",339,5.7
"434",10305,"RÍO NEGRO","Rural",50,5.7
"435",10305,"RÍO NEGRO","Urbano",783,5.4
"436",10306,"SAN JUAN DE LA COSTA","Rural",535,5.5
"437",10306,"SAN JUAN DE LA COSTA","Urbano",24,5.5
"438",10307,"SAN PABLO","Rural",360,5.4
"439",10307,"SAN PABLO","Urbano",344,5.5
"440",10401,"CHAITÉN","Rural",159,5.6
"441",10401,"CHAITÉN","Urbano",149,5.4
"442",10402,"FUTALEUFÚ","Rural",72,6.1
"443",10402,"FUTALEUFÚ","Urbano",117,6
"444",10403,"HUALAIHUÉ","Rural",539,5.5
"445",10403,"HUALAIHUÉ","Urbano",145,5.6
"446",10404,"PALENA","Rural",38,6.2
"447",10404,"PALENA","Urbano",76,5.7
"448",11101,"COYHAIQUE","Rural",199,5.7
"449",11101,"COYHAIQUE","Urbano",4762,5.6
"450",11102,"LAGO VERDE","Rural",55,5.9
"451",11201,"AYSÉN","Rural",79,5.6
"452",11201,"AYSÉN","Urbano",2081,5.6
"453",11202,"CISNES","Rural",208,5.9
"454",11202,"CISNES","Urbano",246,5.5
"455",11203,"GUAITECAS","Rural",131,5.8
"456",11301,"COCHRANE","Urbano",270,5.4
"457",11302,"O'HIGGINS","Rural",57,5.7
"458",11303,"TORTEL","Rural",47,5.9
"459",11401,"CHILE CHICO","Rural",42,5.5
"460",11401,"CHILE CHICO","Urbano",342,5.6
"461",11402,"RÍO IBÁÑEZ","Rural",153,5.8
"462",12101,"PUNTA ARENAS","Rural",35,6.2
"463",12101,"PUNTA ARENAS","Urbano",8967,5.8
"464",12102,"LAGUNA BLANCA","Rural",20,6
"465",12103,"RÍO VERDE","Rural",9,6.4
"466",12104,"SAN GREGORIO","Rural",27,5.9
"467",12201,"CABO DE HORNOS","Rural",2,6.6
"468",12201,"CABO DE HORNOS","Urbano",184,6
"469",12202,"ANTÁRTICA","Urbano",3,6.9
"470",12301,"PORVENIR","Urbano",459,5.7
"471",12302,"PRIMAVERA","Rural",28,6.2
"472",12303,"TIMAUKEL","Rural",13,6.4
"473",12401,"NATALES","Rural",20,6.5
"474",12401,"NATALES","Urbano",1567,5.7
"475",12402,"TORRES DEL PAINE","Rural",21,5.6
"476",13101,"SANTIAGO","Urbano",21846,5.6
"477",13102,"CERRILLOS","Urbano",4822,5.4
"478",13103,"CERRO NAVIA","Urbano",7298,5.4
"479",13104,"CONCHALÍ","Urbano",9297,5.4
"480",13105,"EL BOSQUE","Urbano",14464,5.4
"481",13106,"ESTACIÓN CENTRAL","Urbano",9852,5.5
"482",13107,"HUECHURABA","Urbano",6123,5.7
"483",13108,"INDEPENDENCIA","Urbano",7336,5.5
"484",13109,"LA CISTERNA","Urbano",8580,5.5
"485",13110,"LA FLORIDA","Urbano",29090,5.5
"486",13111,"LA GRANJA","Urbano",7886,5.4
"487",13112,"LA PINTANA","Urbano",13942,5.3
"488",13113,"LA REINA","Urbano",8613,5.8
"489",13114,"LAS CONDES","Urbano",14054,5.9
"490",13115,"LO BARNECHEA","Rural",43,5.4
"491",13115,"LO BARNECHEA","Urbano",7979,6
"492",13116,"LO ESPEJO","Urbano",5001,5.3
"493",13117,"LO PRADO","Urbano",5256,5.4
"494",13118,"MACUL","Urbano",6252,5.6
"495",13119,"MAIPÚ","Urbano",35487,5.5
"496",13120,"ÑUÑOA","Urbano",11797,5.7
"497",13121,"PEDRO AGUIRRE CERDA","Urbano",6944,5.4
"498",13122,"PEÑALOLÉN","Urbano",14781,5.6
"499",13123,"PROVIDENCIA","Urbano",9513,6
"500",13124,"PUDAHUEL","Rural",550,5.3
"501",13124,"PUDAHUEL","Urbano",13236,5.5
"502",13125,"QUILICURA","Rural",435,5.4
"503",13125,"QUILICURA","Urbano",16040,5.4
"504",13126,"QUINTA NORMAL","Urbano",9897,5.4
"505",13127,"RECOLETA","Urbano",11845,5.5
"506",13128,"RENCA","Urbano",9915,5.3
"507",13129,"SAN JOAQUÍN","Urbano",4222,5.4
"508",13130,"SAN MIGUEL","Urbano",7723,5.6
"509",13131,"SAN RAMÓN","Urbano",5650,5.4
"510",13132,"VITACURA","Urbano",7817,6
"511",13201,"PUENTE ALTO","Rural",1611,5.4
"512",13201,"PUENTE ALTO","Urbano",36640,5.4
"513",13202,"PIRQUE","Rural",1137,5.7
"514",13202,"PIRQUE","Urbano",354,6.1
"515",13203,"SAN JOSÉ DE MAIPO","Rural",428,5.4
"516",13203,"SAN JOSÉ DE MAIPO","Urbano",546,5.4
"517",13301,"COLINA","Rural",1205,5.5
"518",13301,"COLINA","Urbano",13083,5.6
"519",13302,"LAMPA","Rural",1216,5.3
"520",13302,"LAMPA","Urbano",6920,5.5
"521",13303,"TILTIL","Rural",539,5.4
"522",13303,"TILTIL","Urbano",809,5.6
"523",13401,"SAN BERNARDO","Rural",962,5.3
"524",13401,"SAN BERNARDO","Urbano",21810,5.5
"525",13402,"BUIN","Rural",1150,5.5
"526",13402,"BUIN","Urbano",6259,5.5
"527",13403,"CALERA DE TANGO","Rural",1631,5.8
"528",13403,"CALERA DE TANGO","Urbano",424,6.1
"529",13404,"PAINE","Rural",2046,5.6
"530",13404,"PAINE","Urbano",3950,5.6
"531",13501,"MELIPILLA","Rural",2863,5.5
"532",13501,"MELIPILLA","Urbano",7002,5.6
