"","codigo_comuna","nombre_comuna","SituacionFinal","n_estudiantes"
"212",5703,"LLAILLAY","Retirado",147
"213",5704,"PANQUEHUE","Promovido",579
"214",5704,"PANQUEHUE","Reprobado",2
"215",5704,"PANQUEHUE","Retirado",34
"216",5705,"PUTAENDO","Promovido",1014
"217",5705,"PUTAENDO","Reprobado",18
"218",5705,"PUTAENDO","Retirado",76
"219",5706,"SANTA MARÍA","Promovido",977
"220",5706,"SANTA MARÍA","Reprobado",29
"221",5706,"SANTA MARÍA","Retirado",76
"222",5801,"QUILPUÉ","Promovido",11030
"223",5801,"QUILPUÉ","Reprobado",179
"224",5801,"QUILPUÉ","Retirado",975
"225",5802,"LIMACHE","Promovido",3328
"226",5802,"LIMACHE","Reprobado",64
"227",5802,"LIMACHE","Retirado",299
"228",5803,"OLMUÉ","Promovido",911
"229",5803,"OLMUÉ","Reprobado",28
"230",5803,"OLMUÉ","Retirado",66
"231",5804,"VILLA ALEMANA","Promovido",8495
"232",5804,"VILLA ALEMANA","Reprobado",165
"233",5804,"VILLA ALEMANA","Retirado",586
"234",6101,"RANCAGUA","Promovido",19487
"235",6101,"RANCAGUA","Reprobado",425
"236",6101,"RANCAGUA","Retirado",1530
"237",6102,"CODEGUA","Promovido",686
"238",6102,"CODEGUA","Reprobado",14
"239",6102,"CODEGUA","Retirado",84
"240",6103,"COINCO","Promovido",458
"241",6103,"COINCO","Reprobado",4
"242",6103,"COINCO","Retirado",46
"243",6104,"COLTAUCO","Promovido",1366
"244",6104,"COLTAUCO","Reprobado",44
"245",6104,"COLTAUCO","Retirado",103
"246",6105,"DOÑIHUE","Promovido",1646
"247",6105,"DOÑIHUE","Reprobado",18
"248",6105,"DOÑIHUE","Retirado",83
"249",6106,"GRANEROS","Promovido",2383
"250",6106,"GRANEROS","Reprobado",24
"251",6106,"GRANEROS","Retirado",183
"252",6107,"LAS CABRAS","Promovido",1802
"253",6107,"LAS CABRAS","Reprobado",25
"254",6107,"LAS CABRAS","Retirado",130
"255",6108,"MACHALÍ","Promovido",4676
"256",6108,"MACHALÍ","Reprobado",64
"257",6108,"MACHALÍ","Retirado",319
"258",6109,"MALLOA","Promovido",652
"259",6109,"MALLOA","Reprobado",18
"260",6109,"MALLOA","Retirado",48
"261",6110,"MOSTAZAL","Promovido",1831
"262",6110,"MOSTAZAL","Reprobado",35
"263",6110,"MOSTAZAL","Retirado",131
"264",6111,"OLIVAR","Promovido",823
"265",6111,"OLIVAR","Reprobado",19
"266",6111,"OLIVAR","Retirado",49
"267",6112,"PEUMO","Promovido",940
"268",6112,"PEUMO","Reprobado",25
"269",6112,"PEUMO","Retirado",47
"270",6113,"PICHIDEGUA","Promovido",1183
"271",6113,"PICHIDEGUA","Retirado",70
"272",6114,"QUINTA DE TILCOCO","Promovido",897
"273",6114,"QUINTA DE TILCOCO","Reprobado",22
"274",6114,"QUINTA DE TILCOCO","Retirado",45
"275",6115,"RENGO","Promovido",4504
"276",6115,"RENGO","Reprobado",69
"277",6115,"RENGO","Retirado",305
"278",6116,"REQUÍNOA","Promovido",1743
"279",6116,"REQUÍNOA","Reprobado",25
"280",6116,"REQUÍNOA","Retirado",101
"281",6117,"SAN VICENTE","Promovido",3490
"282",6117,"SAN VICENTE","Reprobado",51
"283",6117,"SAN VICENTE","Retirado",256
"284",6201,"PICHILEMU","Promovido",1172
"285",6201,"PICHILEMU","Reprobado",17
"286",6201,"PICHILEMU","Retirado",103
"287",6202,"LA ESTRELLA","Promovido",164
"288",6202,"LA ESTRELLA","Reprobado",3
"289",6202,"LA ESTRELLA","Retirado",9
"290",6203,"LITUECHE","Promovido",433
"291",6203,"LITUECHE","Reprobado",10
"292",6203,"LITUECHE","Retirado",30
"293",6204,"MARCHIHUE","Promovido",365
"294",6204,"MARCHIHUE","Reprobado",12
"295",6204,"MARCHIHUE","Retirado",27
"296",6205,"NAVIDAD","Promovido",406
"297",6205,"NAVIDAD","Reprobado",10
"298",6205,"NAVIDAD","Retirado",32
"299",6206,"PAREDONES","Promovido",338
"300",6206,"PAREDONES","Reprobado",5
"301",6206,"PAREDONES","Retirado",12
"302",6301,"SAN FERNANDO","Promovido",6094
"303",6301,"SAN FERNANDO","Reprobado",136
"304",6301,"SAN FERNANDO","Retirado",409
"305",6302,"CHÉPICA","Promovido",798
"306",6302,"CHÉPICA","Reprobado",4
"307",6302,"CHÉPICA","Retirado",47
"308",6303,"CHIMBARONGO","Promovido",2499
"309",6303,"CHIMBARONGO","Reprobado",41
"310",6303,"CHIMBARONGO","Retirado",212
"311",6304,"LOLOL","Promovido",378
"312",6304,"LOLOL","Reprobado",6
"313",6304,"LOLOL","Retirado",17
"314",6305,"NANCAGUA","Promovido",1257
"315",6305,"NANCAGUA","Reprobado",19
"316",6305,"NANCAGUA","Retirado",63
"317",6306,"PALMILLA","Promovido",525
"318",6306,"PALMILLA","Reprobado",16
"319",6306,"PALMILLA","Retirado",36
"320",6307,"PERALILLO","Promovido",604
"321",6307,"PERALILLO","Reprobado",3
"322",6307,"PERALILLO","Retirado",43
"323",6308,"PLACILLA","Promovido",438
"324",6308,"PLACILLA","Reprobado",9
"325",6308,"PLACILLA","Retirado",21
"326",6309,"PUMANQUE","Promovido",172
"327",6309,"PUMANQUE","Retirado",11
"328",6310,"SANTA CRUZ","Promovido",3351
"329",6310,"SANTA CRUZ","Reprobado",38
"330",6310,"SANTA CRUZ","Retirado",193
"331",7101,"TALCA","Promovido",17342
"332",7101,"TALCA","Reprobado",280
"333",7101,"TALCA","Retirado",1090
"334",7102,"CONSTITUCIÓN","Promovido",3451
"335",7102,"CONSTITUCIÓN","Reprobado",111
"336",7102,"CONSTITUCIÓN","Retirado",160
"337",7103,"CUREPTO","Promovido",510
"338",7103,"CUREPTO","Reprobado",10
"339",7103,"CUREPTO","Retirado",23
"340",7104,"EMPEDRADO","Promovido",277
"341",7104,"EMPEDRADO","Reprobado",7
"342",7104,"EMPEDRADO","Retirado",22
"343",7105,"MAULE","Promovido",2148
"344",7105,"MAULE","Reprobado",8
"345",7105,"MAULE","Retirado",145
"346",7106,"PELARCO","Promovido",524
"347",7106,"PELARCO","Reprobado",4
"348",7106,"PELARCO","Retirado",39
"349",7107,"PENCAHUE","Promovido",384
"350",7107,"PENCAHUE","Reprobado",8
"351",7107,"PENCAHUE","Retirado",8
"352",7108,"RÍO CLARO","Promovido",937
"353",7108,"RÍO CLARO","Reprobado",20
"354",7108,"RÍO CLARO","Retirado",61
"355",7109,"SAN CLEMENTE","Promovido",3037
"356",7109,"SAN CLEMENTE","Reprobado",28
"357",7109,"SAN CLEMENTE","Retirado",179
"358",7110,"SAN RAFAEL","Promovido",741
"359",7110,"SAN RAFAEL","Reprobado",10
"360",7110,"SAN RAFAEL","Retirado",45
"361",7201,"CAUQUENES","Promovido",2873
"362",7201,"CAUQUENES","Reprobado",43
"363",7201,"CAUQUENES","Retirado",299
"364",7202,"CHANCO","Promovido",526
"365",7202,"CHANCO","Reprobado",19
"366",7202,"CHANCO","Retirado",19
"367",7203,"PELLUHUE","Promovido",576
"368",7203,"PELLUHUE","Reprobado",5
"369",7203,"PELLUHUE","Retirado",30
"370",7301,"CURICÓ","Promovido",11997
"371",7301,"CURICÓ","Reprobado",211
"372",7301,"CURICÓ","Retirado",676
"373",7302,"HUALAÑÉ","Promovido",625
"374",7302,"HUALAÑÉ","Reprobado",2
"375",7302,"HUALAÑÉ","Retirado",28
"376",7303,"LICANTÉN","Promovido",488
"377",7303,"LICANTÉN","Reprobado",5
"378",7303,"LICANTÉN","Retirado",24
"379",7304,"MOLINA","Promovido",3079
"380",7304,"MOLINA","Reprobado",88
"381",7304,"MOLINA","Retirado",186
"382",7305,"RAUCO","Promovido",487
"383",7305,"RAUCO","Reprobado",3
"384",7305,"RAUCO","Retirado",36
"385",7306,"ROMERAL","Promovido",992
"386",7306,"ROMERAL","Reprobado",8
"387",7306,"ROMERAL","Retirado",41
"388",7307,"SAGRADA FAMILIA","Promovido",1086
"389",7307,"SAGRADA FAMILIA","Reprobado",14
"390",7307,"SAGRADA FAMILIA","Retirado",64
"391",7308,"TENO","Promovido",1771
"392",7308,"TENO","Reprobado",24
"393",7308,"TENO","Retirado",88
"394",7309,"VICHUQUEN","Promovido",234
"395",7309,"VICHUQUEN","Retirado",13
"396",7401,"LINARES","Promovido",7724
"397",7401,"LINARES","Reprobado",158
"398",7401,"LINARES","Retirado",780
"399",7402,"COLBÚN","Promovido",1484
"400",7402,"COLBÚN","Reprobado",43
"401",7402,"COLBÚN","Retirado",96
"402",7402,"COLBÚN",NA,1
"403",7403,"LONGAVÍ","Promovido",1933
"404",7403,"LONGAVÍ","Reprobado",50
"405",7403,"LONGAVÍ","Retirado",143
"406",7404,"PARRAL","Promovido",3071
"407",7404,"PARRAL","Reprobado",63
"408",7404,"PARRAL","Retirado",179
"409",7405,"RETIRO","Promovido",1367
"410",7405,"RETIRO","Reprobado",36
"411",7405,"RETIRO","Retirado",101
"412",7406,"SAN JAVIER","Promovido",3653
"413",7406,"SAN JAVIER","Reprobado",103
"414",7406,"SAN JAVIER","Retirado",247
"415",7407,"VILLA ALEGRE","Promovido",1031
"416",7407,"VILLA ALEGRE","Reprobado",19
"417",7407,"VILLA ALEGRE","Retirado",127
"418",7408,"YERBAS BUENAS","Promovido",782
"419",7408,"YERBAS BUENAS","Reprobado",10
"420",7408,"YERBAS BUENAS","Retirado",62
"421",8101,"CONCEPCIÓN","Promovido",15201
"422",8101,"CONCEPCIÓN","Reprobado",217
"423",8101,"CONCEPCIÓN","Retirado",917
"424",8102,"CORONEL","Promovido",9010
"425",8102,"CORONEL","Reprobado",50
"426",8102,"CORONEL","Retirado",484
"427",8103,"CHIGUAYANTE","Promovido",5952
"428",8103,"CHIGUAYANTE","Reprobado",103
"429",8103,"CHIGUAYANTE","Retirado",342
"430",8104,"FLORIDA","Promovido",670
"431",8104,"FLORIDA","Reprobado",7
"432",8104,"FLORIDA","Retirado",29
"433",8105,"HUALQUI","Promovido",1723
"434",8105,"HUALQUI","Reprobado",21
"435",8105,"HUALQUI","Retirado",111
"436",8106,"LOTA","Promovido",3305
"437",8106,"LOTA","Reprobado",74
"438",8106,"LOTA","Retirado",683
"439",8107,"PENCO","Promovido",3025
"440",8107,"PENCO","Reprobado",65
"441",8107,"PENCO","Retirado",200
"442",8108,"SAN PEDRO DE LA PAZ","Promovido",9800
"443",8108,"SAN PEDRO DE LA PAZ","Reprobado",167
"444",8108,"SAN PEDRO DE LA PAZ","Retirado",552
"445",8109,"SANTA JUANA","Promovido",1046
"446",8109,"SANTA JUANA","Reprobado",12
"447",8109,"SANTA JUANA","Retirado",57
"448",8110,"TALCAHUANO","Promovido",9070
"449",8110,"TALCAHUANO","Reprobado",94
"450",8110,"TALCAHUANO","Retirado",733
"451",8111,"TOMÉ","Promovido",3651
"452",8111,"TOMÉ","Reprobado",19
"453",8111,"TOMÉ","Retirado",194
"454",8112,"HUALPÉN","Promovido",5405
"455",8112,"HUALPÉN","Reprobado",54
"456",8112,"HUALPÉN","Retirado",300
"457",8201,"LEBU","Promovido",1968
"458",8201,"LEBU","Reprobado",21
"459",8201,"LEBU","Retirado",74
"460",8202,"ARAUCO","Promovido",2751
"461",8202,"ARAUCO","Reprobado",35
"462",8202,"ARAUCO","Retirado",123
"463",8203,"CAÑETE","Promovido",2741
"464",8203,"CAÑETE","Reprobado",55
"465",8203,"CAÑETE","Retirado",209
"466",8204,"CONTULMO","Promovido",471
"467",8204,"CONTULMO","Reprobado",10
"468",8204,"CONTULMO","Retirado",51
"469",8205,"CURANILAHUE","Promovido",2403
"470",8205,"CURANILAHUE","Reprobado",27
"471",8205,"CURANILAHUE","Retirado",102
"472",8206,"LOS ÁLAMOS","Promovido",1813
"473",8206,"LOS ÁLAMOS","Reprobado",25
"474",8206,"LOS ÁLAMOS","Retirado",127
"475",8207,"TIRÚA","Promovido",985
"476",8207,"TIRÚA","Reprobado",20
"477",8207,"TIRÚA","Retirado",77
"478",8301,"LOS ÁNGELES","Promovido",15919
"479",8301,"LOS ÁNGELES","Reprobado",250
"480",8301,"LOS ÁNGELES","Retirado",1065
"481",8302,"ANTUCO","Promovido",233
"482",8302,"ANTUCO","Reprobado",3
"483",8302,"ANTUCO","Retirado",36
"484",8303,"CABRERO","Promovido",1990
"485",8303,"CABRERO","Reprobado",16
"486",8303,"CABRERO","Retirado",158
"487",8304,"LAJA","Promovido",1820
"488",8304,"LAJA","Reprobado",11
"489",8304,"LAJA","Retirado",99
"490",8305,"MULCHÉN","Promovido",2116
"491",8305,"MULCHÉN","Reprobado",37
"492",8305,"MULCHÉN","Retirado",168
"493",8306,"NACIMIENTO","Promovido",2071
"494",8306,"NACIMIENTO","Reprobado",18
"495",8306,"NACIMIENTO","Retirado",104
"496",8307,"NEGRETE","Promovido",686
"497",8307,"NEGRETE","Reprobado",13
"498",8307,"NEGRETE","Retirado",38
"499",8308,"QUILACO","Promovido",191
"500",8308,"QUILACO","Reprobado",4
"501",8308,"QUILACO","Retirado",27
"502",8309,"QUILLECO","Promovido",478
"503",8309,"QUILLECO","Reprobado",5
"504",8309,"QUILLECO","Retirado",41
"505",8310,"SAN ROSENDO","Promovido",146
"506",8310,"SAN ROSENDO","Reprobado",1
"507",8310,"SAN ROSENDO","Retirado",11
"508",8311,"SANTA BÁRBARA","Promovido",1058
"509",8311,"SANTA BÁRBARA","Reprobado",9
"510",8311,"SANTA BÁRBARA","Retirado",91
"511",8312,"TUCAPEL","Promovido",904
"512",8312,"TUCAPEL","Reprobado",20
"513",8312,"TUCAPEL","Retirado",37
"514",8313,"YUMBEL","Promovido",1324
"515",8313,"YUMBEL","Reprobado",19
"516",8313,"YUMBEL","Retirado",73
"517",8314,"ALTO BIOBÍO","Promovido",582
"518",8314,"ALTO BIOBÍO","Reprobado",30
"519",8314,"ALTO BIOBÍO","Retirado",52
"520",9101,"TEMUCO","Promovido",20811
"521",9101,"TEMUCO","Reprobado",472
"522",9101,"TEMUCO","Retirado",2430
"523",9102,"CARAHUE","Promovido",1943
"524",9102,"CARAHUE","Reprobado",16
"525",9102,"CARAHUE","Retirado",197
"526",9102,"CARAHUE",NA,3
"527",9103,"CUNCO","Promovido",1196
"528",9103,"CUNCO","Reprobado",3
"529",9103,"CUNCO","Retirado",112
"530",9104,"CURARREHUE","Promovido",621
"531",9104,"CURARREHUE","Reprobado",4
"532",9104,"CURARREHUE","Retirado",55
"533",9105,"FREIRE","Promovido",1483
"534",9105,"FREIRE","Reprobado",24
"535",9105,"FREIRE","Retirado",146
"536",9106,"GALVARINO","Promovido",946
"537",9106,"GALVARINO","Reprobado",12
"538",9106,"GALVARINO","Retirado",91
"539",9107,"GORBEA","Promovido",908
"540",9107,"GORBEA","Reprobado",15
"541",9107,"GORBEA","Retirado",106
"542",9108,"LAUTARO","Promovido",3026
"543",9108,"LAUTARO","Reprobado",24
"544",9108,"LAUTARO","Retirado",255
"545",9109,"LONCOCHE","Promovido",1628
"546",9109,"LONCOCHE","Reprobado",22
"547",9109,"LONCOCHE","Retirado",158
"548",9110,"MELIPEUCO","Promovido",451
"549",9110,"MELIPEUCO","Reprobado",1
"550",9110,"MELIPEUCO","Retirado",40
"551",9111,"NUEVA IMPERIAL","Promovido",2483
"552",9111,"NUEVA IMPERIAL","Reprobado",30
"553",9111,"NUEVA IMPERIAL","Retirado",283
"554",9112,"PADRE LAS CASAS","Promovido",5118
"555",9112,"PADRE LAS CASAS","Reprobado",93
"556",9112,"PADRE LAS CASAS","Retirado",433
"557",9113,"PERQUENCO","Promovido",488
"558",9113,"PERQUENCO","Reprobado",29
"559",9113,"PERQUENCO","Retirado",34
"560",9114,"PITRUFQUÉN","Promovido",1904
"561",9114,"PITRUFQUÉN","Reprobado",38
"562",9114,"PITRUFQUÉN","Retirado",196
"563",9115,"PUCÓN","Promovido",2100
"564",9115,"PUCÓN","Reprobado",21
"565",9115,"PUCÓN","Retirado",197
"566",9116,"SAAVEDRA","Promovido",962
"567",9116,"SAAVEDRA","Reprobado",11
"568",9116,"SAAVEDRA","Retirado",84
"569",9117,"TEODORO SCHMIDT","Promovido",1026
"570",9117,"TEODORO SCHMIDT","Reprobado",16
"571",9117,"TEODORO SCHMIDT","Retirado",114
"572",9118,"TOLTÉN","Promovido",804
"573",9118,"TOLTÉN","Reprobado",2
"574",9118,"TOLTÉN","Retirado",75
"575",9119,"VILCÚN","Promovido",2274
"576",9119,"VILCÚN","Reprobado",47
"577",9119,"VILCÚN","Retirado",222
"578",9120,"VILLARRICA","Promovido",4834
"579",9120,"VILLARRICA","Reprobado",41
"580",9120,"VILLARRICA","Retirado",443
"581",9121,"CHOLCHOL","Promovido",991
"582",9121,"CHOLCHOL","Reprobado",18
"583",9121,"CHOLCHOL","Retirado",113
"584",9201,"ANGOL","Promovido",3986
"585",9201,"ANGOL","Reprobado",58
"586",9201,"ANGOL","Retirado",399
"587",9202,"COLLIPULLI","Promovido",2128
"588",9202,"COLLIPULLI","Reprobado",49
"589",9202,"COLLIPULLI","Retirado",134
"590",9203,"CURACAUTÍN","Promovido",1163
"591",9203,"CURACAUTÍN","Reprobado",15
"592",9203,"CURACAUTÍN","Retirado",129
"593",9204,"ERCILLA","Promovido",664
"594",9204,"ERCILLA","Reprobado",7
"595",9204,"ERCILLA","Retirado",67
"596",9205,"LONQUIMAY","Promovido",817
"597",9205,"LONQUIMAY","Reprobado",24
"598",9205,"LONQUIMAY","Retirado",99
"599",9205,"LONQUIMAY",NA,2
"600",9206,"LOS SAUCES","Promovido",472
"601",9206,"LOS SAUCES","Reprobado",4
"602",9206,"LOS SAUCES","Retirado",27
"603",9207,"LUMACO","Promovido",654
"604",9207,"LUMACO","Reprobado",14
"605",9207,"LUMACO","Retirado",39
"606",9208,"PURÉN","Promovido",845
"607",9208,"PURÉN","Reprobado",8
"608",9208,"PURÉN","Retirado",83
"609",9208,"PURÉN",NA,2
"610",9209,"RENAICO","Promovido",725
"611",9209,"RENAICO","Reprobado",8
