"","codigo_comuna","nombre_comuna","Tipo de zona","n_estudiantes","promedio"
"531",13505,"SAN PEDRO","Rural",688,4.9
"532",13601,"TALAGANTE","Rural",137,4.5
"533",13601,"TALAGANTE","Urbano",6652,5.1
"534",13602,"EL MONTE","Rural",396,4.8
"535",13602,"EL MONTE","Urbano",2298,4.7
"536",13603,"ISLA DE MAIPO","Rural",191,4.5
"537",13603,"ISLA DE MAIPO","Urbano",2368,4.7
"538",13604,"PADRE HURTADO","Rural",356,5.4
"539",13604,"PADRE HURTADO","Urbano",5040,5.2
"540",13605,"PEÑAFLOR","Rural",77,4.7
"541",13605,"PEÑAFLOR","Urbano",6389,5.1
"542",14101,"VALDIVIA","Rural",556,5.4
"543",14101,"VALDIVIA","Urbano",10597,5.2
"544",14102,"CORRAL","Rural",203,5.2
"545",14102,"CORRAL","Urbano",148,5.2
"546",14103,"LANCO","Rural",298,5.2
"547",14103,"LANCO","Urbano",926,5.6
"548",14104,"LOS LAGOS","Rural",619,5.3
"549",14104,"LOS LAGOS","Urbano",887,5.3
"550",14105,"MÁFIL","Rural",107,5
"551",14105,"MÁFIL","Urbano",388,5.3
"552",14106,"MARIQUINA","Rural",801,5.1
"553",14106,"MARIQUINA","Urbano",1081,5.3
"554",14107,"PAILLACO","Rural",587,5.2
"555",14107,"PAILLACO","Urbano",882,5.2
"556",14108,"PANGUIPULLI","Rural",1447,5.5
"557",14108,"PANGUIPULLI","Urbano",1296,5.3
"558",14201,"LA UNIÓN","Rural",718,5.3
"559",14201,"LA UNIÓN","Urbano",1930,5.3
"560",14202,"FUTRONO","Rural",541,5.3
"561",14202,"FUTRONO","Urbano",746,5.1
"562",14203,"LAGO RANCO","Rural",444,5.5
"563",14203,"LAGO RANCO","Urbano",272,5.1
"564",14204,"RÍO BUENO","Rural",970,5.4
"565",14204,"RÍO BUENO","Urbano",1276,5.6
"566",15101,"ARICA","Rural",1068,5
"567",15101,"ARICA","Urbano",17430,4.9
"568",15102,"CAMARONES","Rural",61,4.5
"569",15201,"PUTRE","Rural",104,5.5
"570",15202,"GENERAL LAGOS","Rural",43,4.5
"571",16101,"CHILLÁN","Rural",651,5.4
"572",16101,"CHILLÁN","Urbano",12684,5.2
"573",16102,"BULNES","Rural",438,5.1
"574",16102,"BULNES","Urbano",1071,5.2
"575",16103,"CHILLÁN VIEJO","Rural",171,5.5
"576",16103,"CHILLÁN VIEJO","Urbano",1347,5.2
"577",16104,"EL CARMEN","Rural",241,5.6
"578",16104,"EL CARMEN","Urbano",630,4.8
"579",16105,"PEMUCO","Rural",211,4.8
"580",16105,"PEMUCO","Urbano",253,4.9
"581",16106,"PINTO","Rural",240,5.3
"582",16106,"PINTO","Urbano",406,4.7
"583",16107,"QUILLÓN","Rural",446,4.5
"584",16107,"QUILLÓN","Urbano",675,4.9
"585",16108,"SAN IGNACIO","Rural",264,5.5
"586",16108,"SAN IGNACIO","Urbano",546,5.1
"587",16109,"YUNGAY","Rural",299,4.5
"588",16109,"YUNGAY","Urbano",987,5.4
"589",16201,"QUIRIHUE","Rural",14,6
"590",16201,"QUIRIHUE","Urbano",698,5.1
"591",16202,"COBQUECURA","Rural",67,5.9
"592",16202,"COBQUECURA","Urbano",195,5.2
"593",16203,"COELEMU","Rural",214,5.5
"594",16203,"COELEMU","Urbano",977,3.9
"595",16204,"NINHUE","Rural",160,5.6
"596",16204,"NINHUE","Urbano",115,4.7
"597",16205,"PORTEZUELO","Rural",82,5.8
"598",16205,"PORTEZUELO","Urbano",207,5.4
"599",16206,"RANQUIL","Rural",173,5.5
"600",16206,"RANQUIL","Urbano",223,5.2
"601",16207,"TREHUACO","Rural",184,5.5
"602",16301,"SAN CARLOS","Rural",761,5.7
"603",16301,"SAN CARLOS","Urbano",2852,4.8
"604",16302,"COIHUECO","Rural",865,5.7
"605",16302,"COIHUECO","Urbano",969,5.3
"606",16303,"ÑIQUÉN","Rural",456,5.4
"607",16303,"ÑIQUÉN","Urbano",179,5.3
"608",16304,"SAN FABIÁN","Rural",138,5.6
"609",16304,"SAN FABIÁN","Urbano",209,5.1
"610",16305,"SAN NICOLÁS","Rural",371,5.3
"611",16305,"SAN NICOLÁS","Urbano",591,5.5
