"","codigo_comuna","nombre_comuna","SituacionFinal","n_estudiantes"
"209",5705,"PUTAENDO","Retirado",22
"210",5706,"SANTA MARÍA","Promovido",977
"211",5706,"SANTA MARÍA","Reprobado",8
"212",5706,"SANTA MARÍA","Retirado",16
"213",5801,"QUILPUÉ","Promovido",10837
"214",5801,"QUILPUÉ","Reprobado",151
"215",5801,"QUILPUÉ","Retirado",404
"216",5801,"QUILPUÉ",NA,1
"217",5802,"LIMACHE","Promovido",3425
"218",5802,"LIMACHE","Reprobado",25
"219",5802,"LIMACHE","Retirado",186
"220",5803,"OLMUÉ","Promovido",902
"221",5803,"OLMUÉ","Reprobado",1
"222",5803,"OLMUÉ","Retirado",14
"223",5804,"VILLA ALEMANA","Promovido",8544
"224",5804,"VILLA ALEMANA","Reprobado",153
"225",5804,"VILLA ALEMANA","Retirado",249
"226",6101,"RANCAGUA","Promovido",18548
"227",6101,"RANCAGUA","Reprobado",207
"228",6101,"RANCAGUA","Retirado",627
"229",6102,"CODEGUA","Promovido",682
"230",6102,"CODEGUA","Reprobado",15
"231",6102,"CODEGUA","Retirado",24
"232",6103,"COINCO","Promovido",432
"233",6103,"COINCO","Reprobado",3
"234",6103,"COINCO","Retirado",6
"235",6104,"COLTAUCO","Promovido",1354
"236",6104,"COLTAUCO","Reprobado",14
"237",6104,"COLTAUCO","Retirado",27
"238",6105,"DOÑIHUE","Promovido",1628
"239",6105,"DOÑIHUE","Reprobado",10
"240",6105,"DOÑIHUE","Retirado",28
"241",6106,"GRANEROS","Promovido",3037
"242",6106,"GRANEROS","Reprobado",64
"243",6106,"GRANEROS","Retirado",75
"244",6107,"LAS CABRAS","Promovido",1824
"245",6107,"LAS CABRAS","Reprobado",4
"246",6107,"LAS CABRAS","Retirado",31
"247",6108,"MACHALÍ","Promovido",4582
"248",6108,"MACHALÍ","Reprobado",42
"249",6108,"MACHALÍ","Retirado",173
"250",6109,"MALLOA","Promovido",665
"251",6109,"MALLOA","Reprobado",1
"252",6109,"MALLOA","Retirado",14
"253",6110,"MOSTAZAL","Promovido",1832
"254",6110,"MOSTAZAL","Reprobado",17
"255",6110,"MOSTAZAL","Retirado",34
"256",6111,"OLIVAR","Promovido",831
"257",6111,"OLIVAR","Reprobado",6
"258",6111,"OLIVAR","Retirado",26
"259",6112,"PEUMO","Promovido",944
"260",6112,"PEUMO","Reprobado",13
"261",6112,"PEUMO","Retirado",17
"262",6113,"PICHIDEGUA","Promovido",1119
"263",6113,"PICHIDEGUA","Reprobado",1
"264",6113,"PICHIDEGUA","Retirado",20
"265",6114,"QUINTA DE TILCOCO","Promovido",879
"266",6114,"QUINTA DE TILCOCO","Reprobado",5
"267",6114,"QUINTA DE TILCOCO","Retirado",12
"268",6115,"RENGO","Promovido",4557
"269",6115,"RENGO","Reprobado",22
"270",6115,"RENGO","Retirado",80
"271",6116,"REQUÍNOA","Promovido",1742
"272",6116,"REQUÍNOA","Reprobado",3
"273",6116,"REQUÍNOA","Retirado",22
"274",6117,"SAN VICENTE","Promovido",3469
"275",6117,"SAN VICENTE","Reprobado",7
"276",6117,"SAN VICENTE","Retirado",99
"277",6201,"PICHILEMU","Promovido",1220
"278",6201,"PICHILEMU","Reprobado",1
"279",6201,"PICHILEMU","Retirado",27
"280",6202,"LA ESTRELLA","Promovido",162
"281",6202,"LA ESTRELLA","Reprobado",1
"282",6203,"LITUECHE","Promovido",426
"283",6203,"LITUECHE","Reprobado",2
"284",6203,"LITUECHE","Retirado",8
"285",6204,"MARCHIHUE","Promovido",386
"286",6204,"MARCHIHUE","Reprobado",8
"287",6204,"MARCHIHUE","Retirado",9
"288",6205,"NAVIDAD","Promovido",414
"289",6205,"NAVIDAD","Reprobado",3
"290",6205,"NAVIDAD","Retirado",14
"291",6206,"PAREDONES","Promovido",326
"292",6206,"PAREDONES","Retirado",13
"293",6301,"SAN FERNANDO","Promovido",6131
"294",6301,"SAN FERNANDO","Reprobado",43
"295",6301,"SAN FERNANDO","Retirado",115
"296",6302,"CHÉPICA","Promovido",775
"297",6302,"CHÉPICA","Reprobado",11
"298",6302,"CHÉPICA","Retirado",19
"299",6303,"CHIMBARONGO","Promovido",2457
"300",6303,"CHIMBARONGO","Reprobado",28
"301",6303,"CHIMBARONGO","Retirado",44
"302",6304,"LOLOL","Promovido",363
"303",6304,"LOLOL","Reprobado",6
"304",6304,"LOLOL","Retirado",4
"305",6305,"NANCAGUA","Promovido",1232
"306",6305,"NANCAGUA","Reprobado",14
"307",6305,"NANCAGUA","Retirado",11
"308",6306,"PALMILLA","Promovido",538
"309",6306,"PALMILLA","Reprobado",1
"310",6306,"PALMILLA","Retirado",19
"311",6307,"PERALILLO","Promovido",571
"312",6307,"PERALILLO","Retirado",23
"313",6308,"PLACILLA","Promovido",447
"314",6308,"PLACILLA","Reprobado",7
"315",6308,"PLACILLA","Retirado",11
"316",6309,"PUMANQUE","Promovido",190
"317",6309,"PUMANQUE","Retirado",1
"318",6310,"SANTA CRUZ","Promovido",3329
"319",6310,"SANTA CRUZ","Reprobado",23
"320",6310,"SANTA CRUZ","Retirado",69
"321",7101,"TALCA","Promovido",17496
"322",7101,"TALCA","Reprobado",133
"323",7101,"TALCA","Retirado",402
"324",7102,"CONSTITUCIÓN","Promovido",3575
"325",7102,"CONSTITUCIÓN","Reprobado",16
"326",7102,"CONSTITUCIÓN","Retirado",50
"327",7103,"CUREPTO","Promovido",500
"328",7103,"CUREPTO","Reprobado",2
"329",7103,"CUREPTO","Retirado",6
"330",7104,"EMPEDRADO","Promovido",270
"331",7104,"EMPEDRADO","Reprobado",2
"332",7104,"EMPEDRADO","Retirado",7
"333",7105,"MAULE","Promovido",2072
"334",7105,"MAULE","Reprobado",6
"335",7105,"MAULE","Retirado",58
"336",7106,"PELARCO","Promovido",533
"337",7106,"PELARCO","Reprobado",10
"338",7106,"PELARCO","Retirado",17
"339",7107,"PENCAHUE","Promovido",396
"340",7107,"PENCAHUE","Retirado",5
"341",7108,"RÍO CLARO","Promovido",928
"342",7108,"RÍO CLARO","Reprobado",9
"343",7108,"RÍO CLARO","Retirado",20
"344",7109,"SAN CLEMENTE","Promovido",3090
"345",7109,"SAN CLEMENTE","Reprobado",10
"346",7109,"SAN CLEMENTE","Retirado",56
"347",7110,"SAN RAFAEL","Promovido",728
"348",7110,"SAN RAFAEL","Reprobado",4
"349",7110,"SAN RAFAEL","Retirado",13
"350",7201,"CAUQUENES","Promovido",2839
"351",7201,"CAUQUENES","Reprobado",7
"352",7201,"CAUQUENES","Retirado",61
"353",7202,"CHANCO","Promovido",528
"354",7202,"CHANCO","Reprobado",9
"355",7202,"CHANCO","Retirado",10
"356",7203,"PELLUHUE","Promovido",596
"357",7203,"PELLUHUE","Reprobado",3
"358",7203,"PELLUHUE","Retirado",9
"359",7301,"CURICÓ","Promovido",11977
"360",7301,"CURICÓ","Reprobado",84
"361",7301,"CURICÓ","Retirado",249
"362",7302,"HUALAÑÉ","Promovido",613
"363",7302,"HUALAÑÉ","Reprobado",5
"364",7302,"HUALAÑÉ","Retirado",9
"365",7303,"LICANTÉN","Promovido",450
"366",7303,"LICANTÉN","Retirado",4
"367",7304,"MOLINA","Promovido",3069
"368",7304,"MOLINA","Reprobado",38
"369",7304,"MOLINA","Retirado",67
"370",7305,"RAUCO","Promovido",474
"371",7305,"RAUCO","Reprobado",1
"372",7305,"RAUCO","Retirado",4
"373",7306,"ROMERAL","Promovido",1005
"374",7306,"ROMERAL","Reprobado",2
"375",7306,"ROMERAL","Retirado",12
"376",7307,"SAGRADA FAMILIA","Promovido",1034
"377",7307,"SAGRADA FAMILIA","Retirado",23
"378",7308,"TENO","Promovido",1740
"379",7308,"TENO","Reprobado",4
"380",7308,"TENO","Retirado",17
"381",7309,"VICHUQUEN","Promovido",206
"382",7309,"VICHUQUEN","Retirado",3
"383",7401,"LINARES","Promovido",7854
"384",7401,"LINARES","Reprobado",55
"385",7401,"LINARES","Retirado",155
"386",7402,"COLBÚN","Promovido",1486
"387",7402,"COLBÚN","Reprobado",25
"388",7402,"COLBÚN","Retirado",28
"389",7403,"LONGAVÍ","Promovido",1970
"390",7403,"LONGAVÍ","Reprobado",15
"391",7403,"LONGAVÍ","Retirado",45
"392",7404,"PARRAL","Promovido",3115
"393",7404,"PARRAL","Reprobado",23
"394",7404,"PARRAL","Retirado",58
"395",7405,"RETIRO","Promovido",1440
"396",7405,"RETIRO","Reprobado",4
"397",7405,"RETIRO","Retirado",31
"398",7406,"SAN JAVIER","Promovido",3758
"399",7406,"SAN JAVIER","Reprobado",49
"400",7406,"SAN JAVIER","Retirado",57
"401",7407,"VILLA ALEGRE","Promovido",1021
"402",7407,"VILLA ALEGRE","Reprobado",14
"403",7407,"VILLA ALEGRE","Retirado",54
"404",7408,"YERBAS BUENAS","Promovido",790
"405",7408,"YERBAS BUENAS","Reprobado",7
"406",7408,"YERBAS BUENAS","Retirado",18
"407",8101,"CONCEPCIÓN","Promovido",15029
"408",8101,"CONCEPCIÓN","Reprobado",87
"409",8101,"CONCEPCIÓN","Retirado",533
"410",8102,"CORONEL","Promovido",8991
"411",8102,"CORONEL","Reprobado",9
"412",8102,"CORONEL","Retirado",164
"413",8103,"CHIGUAYANTE","Promovido",5862
"414",8103,"CHIGUAYANTE","Reprobado",86
"415",8103,"CHIGUAYANTE","Retirado",211
"416",8104,"FLORIDA","Promovido",677
"417",8104,"FLORIDA","Retirado",9
"418",8105,"HUALQUI","Promovido",1708
"419",8105,"HUALQUI","Reprobado",5
"420",8105,"HUALQUI","Retirado",24
"421",8106,"LOTA","Promovido",3277
"422",8106,"LOTA","Reprobado",43
"423",8106,"LOTA","Retirado",67
"424",8107,"PENCO","Promovido",3041
"425",8107,"PENCO","Reprobado",31
"426",8107,"PENCO","Retirado",57
"427",8108,"SAN PEDRO DE LA PAZ","Promovido",9903
"428",8108,"SAN PEDRO DE LA PAZ","Reprobado",73
"429",8108,"SAN PEDRO DE LA PAZ","Retirado",751
"430",8109,"SANTA JUANA","Promovido",1035
"431",8109,"SANTA JUANA","Reprobado",4
"432",8109,"SANTA JUANA","Retirado",20
"433",8110,"TALCAHUANO","Promovido",8842
"434",8110,"TALCAHUANO","Reprobado",81
"435",8110,"TALCAHUANO","Retirado",377
"436",8111,"TOMÉ","Promovido",3619
"437",8111,"TOMÉ","Reprobado",2
"438",8111,"TOMÉ","Retirado",73
"439",8112,"HUALPÉN","Promovido",5337
"440",8112,"HUALPÉN","Reprobado",22
"441",8112,"HUALPÉN","Retirado",163
"442",8201,"LEBU","Promovido",1921
"443",8201,"LEBU","Reprobado",8
"444",8201,"LEBU","Retirado",24
"445",8202,"ARAUCO","Promovido",2782
"446",8202,"ARAUCO","Reprobado",19
"447",8202,"ARAUCO","Retirado",33
"448",8203,"CAÑETE","Promovido",2790
"449",8203,"CAÑETE","Reprobado",15
"450",8203,"CAÑETE","Retirado",55
"451",8204,"CONTULMO","Promovido",456
"452",8204,"CONTULMO","Reprobado",5
"453",8204,"CONTULMO","Retirado",31
"454",8205,"CURANILAHUE","Promovido",2410
"455",8205,"CURANILAHUE","Reprobado",6
"456",8205,"CURANILAHUE","Retirado",26
"457",8206,"LOS ÁLAMOS","Promovido",1864
"458",8206,"LOS ÁLAMOS","Reprobado",1
"459",8206,"LOS ÁLAMOS","Retirado",37
"460",8207,"TIRÚA","Promovido",952
"461",8207,"TIRÚA","Retirado",35
"462",8301,"LOS ÁNGELES","Promovido",15872
"463",8301,"LOS ÁNGELES","Reprobado",46
"464",8301,"LOS ÁNGELES","Retirado",543
"465",8302,"ANTUCO","Promovido",232
"466",8302,"ANTUCO","Retirado",12
"467",8303,"CABRERO","Promovido",1973
"468",8303,"CABRERO","Reprobado",1
"469",8303,"CABRERO","Retirado",67
"470",8304,"LAJA","Promovido",1724
"471",8304,"LAJA","Reprobado",1
"472",8304,"LAJA","Retirado",24
"473",8305,"MULCHÉN","Promovido",2083
"474",8305,"MULCHÉN","Reprobado",7
"475",8305,"MULCHÉN","Retirado",47
"476",8306,"NACIMIENTO","Promovido",2044
"477",8306,"NACIMIENTO","Retirado",35
"478",8307,"NEGRETE","Promovido",651
"479",8307,"NEGRETE","Reprobado",4
"480",8307,"NEGRETE","Retirado",17
"481",8308,"QUILACO","Promovido",193
"482",8308,"QUILACO","Reprobado",1
"483",8308,"QUILACO","Retirado",7
"484",8309,"QUILLECO","Promovido",458
"485",8309,"QUILLECO","Reprobado",1
"486",8309,"QUILLECO","Retirado",7
"487",8310,"SAN ROSENDO","Promovido",135
"488",8311,"SANTA BÁRBARA","Promovido",1024
"489",8311,"SANTA BÁRBARA","Reprobado",4
"490",8311,"SANTA BÁRBARA","Retirado",44
"491",8312,"TUCAPEL","Promovido",864
"492",8312,"TUCAPEL","Reprobado",4
"493",8312,"TUCAPEL","Retirado",20
"494",8313,"YUMBEL","Promovido",1344
"495",8313,"YUMBEL","Reprobado",2
"496",8313,"YUMBEL","Retirado",22
"497",8314,"ALTO BIOBÍO","Promovido",600
"498",8314,"ALTO BIOBÍO","Reprobado",20
"499",8314,"ALTO BIOBÍO","Retirado",17
"500",9101,"TEMUCO","Promovido",20869
"501",9101,"TEMUCO","Reprobado",152
"502",9101,"TEMUCO","Retirado",760
"503",9102,"CARAHUE","Promovido",1869
"504",9102,"CARAHUE","Reprobado",12
"505",9102,"CARAHUE","Retirado",57
"506",9103,"CUNCO","Promovido",1186
"507",9103,"CUNCO","Reprobado",8
"508",9103,"CUNCO","Retirado",23
"509",9104,"CURARREHUE","Promovido",612
"510",9104,"CURARREHUE","Reprobado",1
"511",9104,"CURARREHUE","Retirado",24
"512",9105,"FREIRE","Promovido",1431
"513",9105,"FREIRE","Reprobado",6
"514",9105,"FREIRE","Retirado",50
"515",9106,"GALVARINO","Promovido",999
"516",9106,"GALVARINO","Reprobado",13
"517",9106,"GALVARINO","Retirado",45
"518",9107,"GORBEA","Promovido",886
"519",9107,"GORBEA","Reprobado",1
"520",9107,"GORBEA","Retirado",22
"521",9108,"LAUTARO","Promovido",2958
"522",9108,"LAUTARO","Reprobado",8
"523",9108,"LAUTARO","Retirado",91
"524",9109,"LONCOCHE","Promovido",1645
"525",9109,"LONCOCHE","Reprobado",13
"526",9109,"LONCOCHE","Retirado",34
"527",9110,"MELIPEUCO","Promovido",442
"528",9110,"MELIPEUCO","Retirado",14
"529",9111,"NUEVA IMPERIAL","Promovido",2472
"530",9111,"NUEVA IMPERIAL","Reprobado",6
"531",9111,"NUEVA IMPERIAL","Retirado",71
"532",9112,"PADRE LAS CASAS","Promovido",5125
"533",9112,"PADRE LAS CASAS","Reprobado",24
"534",9112,"PADRE LAS CASAS","Retirado",174
"535",9113,"PERQUENCO","Promovido",530
"536",9113,"PERQUENCO","Reprobado",10
"537",9113,"PERQUENCO","Retirado",16
"538",9114,"PITRUFQUÉN","Promovido",1953
"539",9114,"PITRUFQUÉN","Reprobado",17
"540",9114,"PITRUFQUÉN","Retirado",42
"541",9115,"PUCÓN","Promovido",2176
"542",9115,"PUCÓN","Reprobado",8
"543",9115,"PUCÓN","Retirado",125
"544",9116,"SAAVEDRA","Promovido",961
"545",9116,"SAAVEDRA","Reprobado",2
"546",9116,"SAAVEDRA","Retirado",51
"547",9117,"TEODORO SCHMIDT","Promovido",1017
"548",9117,"TEODORO SCHMIDT","Reprobado",4
"549",9117,"TEODORO SCHMIDT","Retirado",29
"550",9117,"TEODORO SCHMIDT",NA,1
"551",9118,"TOLTÉN","Promovido",749
"552",9118,"TOLTÉN","Reprobado",6
"553",9118,"TOLTÉN","Retirado",29
"554",9119,"VILCÚN","Promovido",2237
"555",9119,"VILCÚN","Reprobado",8
"556",9119,"VILCÚN","Retirado",61
"557",9120,"VILLARRICA","Promovido",4954
"558",9120,"VILLARRICA","Reprobado",39
"559",9120,"VILLARRICA","Retirado",162
"560",9121,"CHOLCHOL","Promovido",1007
"561",9121,"CHOLCHOL","Reprobado",4
"562",9121,"CHOLCHOL","Retirado",52
"563",9201,"ANGOL","Promovido",3924
"564",9201,"ANGOL","Reprobado",23
"565",9201,"ANGOL","Retirado",97
"566",9202,"COLLIPULLI","Promovido",2074
"567",9202,"COLLIPULLI","Reprobado",19
"568",9202,"COLLIPULLI","Retirado",45
"569",9203,"CURACAUTÍN","Promovido",1181
"570",9203,"CURACAUTÍN","Reprobado",4
"571",9203,"CURACAUTÍN","Retirado",34
"572",9204,"ERCILLA","Promovido",652
"573",9204,"ERCILLA","Reprobado",7
"574",9204,"ERCILLA","Retirado",15
"575",9205,"LONQUIMAY","Promovido",812
"576",9205,"LONQUIMAY","Reprobado",8
"577",9205,"LONQUIMAY","Retirado",39
"578",9206,"LOS SAUCES","Promovido",453
"579",9206,"LOS SAUCES","Reprobado",2
"580",9206,"LOS SAUCES","Retirado",6
"581",9207,"LUMACO","Promovido",663
"582",9207,"LUMACO","Reprobado",1
"583",9207,"LUMACO","Retirado",8
"584",9208,"PURÉN","Promovido",818
"585",9208,"PURÉN","Reprobado",6
"586",9208,"PURÉN","Retirado",31
"587",9209,"RENAICO","Promovido",719
"588",9209,"RENAICO","Reprobado",1
"589",9209,"RENAICO","Retirado",12
"590",9210,"TRAIGUÉN","Promovido",1347
"591",9210,"TRAIGUÉN","Reprobado",1
"592",9210,"TRAIGUÉN","Retirado",28
"593",9211,"VICTORIA","Promovido",2417
"594",9211,"VICTORIA","Reprobado",16
"595",9211,"VICTORIA","Retirado",57
"596",10101,"PUERTO MONTT","Promovido",19724
"597",10101,"PUERTO MONTT","Reprobado",140
"598",10101,"PUERTO MONTT","Retirado",634
"599",10102,"CALBUCO","Promovido",2497
"600",10102,"CALBUCO","Reprobado",20
"601",10102,"CALBUCO","Retirado",55
"602",10103,"COCHAMÓ","Promovido",216
"603",10103,"COCHAMÓ","Reprobado",1
"604",10103,"COCHAMÓ","Retirado",6
"605",10104,"FRESIA","Promovido",756
"606",10104,"FRESIA","Reprobado",12
"607",10104,"FRESIA","Retirado",30
"608",10105,"FRUTILLAR","Promovido",1602
"609",10105,"FRUTILLAR","Reprobado",4
"610",10105,"FRUTILLAR","Retirado",70
"611",10106,"LOS MUERMOS","Promovido",1286
