"","codigo_comuna","nombre_comuna","TipoEstablecimiento","n_estudiantes","promedio"
"439",10206,"PUQUELDÓN","Particular Subvencionado",65,5.9
"440",10207,"QUEILÉN","Municipal",246,6.3
"441",10207,"QUEILÉN","Particular Subvencionado",101,5.8
"442",10208,"QUELLÓN","Municipal",1025,5.9
"443",10208,"QUELLÓN","Particular Subvencionado",1213,6
"444",10209,"QUEMCHI","Municipal",347,5.9
"445",10209,"QUEMCHI","Particular Subvencionado",138,6.3
"446",10210,"QUINCHAO","Municipal",315,6
"447",10210,"QUINCHAO","Particular Subvencionado",182,5.9
"448",10301,"OSORNO","Municipal",3470,5.8
"449",10301,"OSORNO","Particular Pagado",1462,6.2
"450",10301,"OSORNO","Particular Subvencionado",6097,6
"451",10302,"PUERTO OCTAY","Municipal",379,5.8
"452",10302,"PUERTO OCTAY","Particular Subvencionado",170,5.8
"453",10303,"PURRANQUE","Municipal",386,5.5
"454",10303,"PURRANQUE","Particular Subvencionado",993,5.7
"455",10304,"PUYEHUE","Municipal",738,5.8
"456",10305,"RÍO NEGRO","Municipal",489,5.7
"457",10305,"RÍO NEGRO","Particular Subvencionado",274,5.8
"458",10306,"SAN JUAN DE LA COSTA","Municipal",226,6.1
"459",10306,"SAN JUAN DE LA COSTA","Particular Subvencionado",233,5.9
"460",10307,"SAN PABLO","Municipal",294,5.9
"461",10307,"SAN PABLO","Particular Subvencionado",330,6
"462",10401,"CHAITÉN","Municipal",257,5.8
"463",10401,"CHAITÉN","Particular Subvencionado",13,6.4
"464",10402,"FUTALEUFÚ","Municipal",195,5.9
"465",10403,"HUALAIHUÉ","Municipal",484,6.1
"466",10403,"HUALAIHUÉ","Particular Subvencionado",154,6.4
"467",10404,"PALENA","Municipal",106,6.1
"468",11101,"COYHAIQUE","Municipal",3326,5.9
"469",11101,"COYHAIQUE","Particular Subvencionado",3293,5.9
"470",11102,"LAGO VERDE","Municipal",33,6.1
"471",11201,"AYSÉN","Particular Subvencionado",812,6.1
"472",11202,"CISNES","Particular Subvencionado",1,6.9
"473",11302,"O'HIGGINS","Municipal",57,5.9
"474",12101,"PUNTA ARENAS","Municipal",5319,5.9
"475",12101,"PUNTA ARENAS","Particular Pagado",1587,6
"476",12101,"PUNTA ARENAS","Particular Subvencionado",2849,6
"477",12301,"PORVENIR","Particular Subvencionado",157,6
"478",12401,"NATALES","Particular Subvencionado",720,5.4
"479",13101,"SANTIAGO","Municipal",7518,5.9
"480",13101,"SANTIAGO","Particular Pagado",3142,6.2
"481",13101,"SANTIAGO","Particular Subvencionado",11126,5.9
"482",13102,"CERRILLOS","Municipal",1721,5.6
"483",13102,"CERRILLOS","Particular Subvencionado",3188,5.8
"484",13103,"CERRO NAVIA","Particular Subvencionado",4133,5.7
"485",13103,"CERRO NAVIA","Servicio Local de Educación",2800,5.6
"486",13104,"CONCHALÍ","Municipal",3189,5.6
"487",13104,"CONCHALÍ","Particular Pagado",125,5.6
"488",13104,"CONCHALÍ","Particular Subvencionado",5302,5.8
"489",13105,"EL BOSQUE","Municipal",2381,5.4
"490",13105,"EL BOSQUE","Particular Pagado",296,6
"491",13105,"EL BOSQUE","Particular Subvencionado",10040,5.7
"492",13106,"ESTACIÓN CENTRAL","Municipal",3847,5.7
"493",13106,"ESTACIÓN CENTRAL","Particular Pagado",703,6.1
"494",13106,"ESTACIÓN CENTRAL","Particular Subvencionado",5237,5.8
"495",13107,"HUECHURABA","Municipal",1541,5.6
"496",13107,"HUECHURABA","Particular Pagado",2513,6.3
"497",13107,"HUECHURABA","Particular Subvencionado",1694,5.7
"498",13108,"INDEPENDENCIA","Municipal",2293,5.8
"499",13108,"INDEPENDENCIA","Particular Pagado",340,6.2
"500",13108,"INDEPENDENCIA","Particular Subvencionado",4629,5.7
"501",13109,"LA CISTERNA","Municipal",1249,5.8
"502",13109,"LA CISTERNA","Particular Subvencionado",6842,5.9
"503",13110,"LA FLORIDA","Municipal",4156,5.6
"504",13110,"LA FLORIDA","Particular Pagado",2814,6.1
"505",13110,"LA FLORIDA","Particular Subvencionado",18778,5.8
"506",13111,"LA GRANJA","Particular Subvencionado",5354,5.6
"507",13111,"LA GRANJA","Servicio Local de Educación",2056,5.5
"508",13112,"LA PINTANA","Municipal",2009,5.5
"509",13112,"LA PINTANA","Particular Subvencionado",10530,5.6
"510",13113,"LA REINA","Municipal",1280,5.7
"511",13113,"LA REINA","Particular Pagado",4790,6.1
"512",13113,"LA REINA","Particular Subvencionado",2676,5.9
"513",13114,"LAS CONDES","Municipal",2040,5.8
"514",13114,"LAS CONDES","Particular Pagado",10515,6.2
"515",13114,"LAS CONDES","Particular Subvencionado",1841,5.8
"516",13115,"LO BARNECHEA","Municipal",407,5.4
"517",13115,"LO BARNECHEA","Particular Pagado",6041,6.1
"518",13115,"LO BARNECHEA","Particular Subvencionado",1576,5.6
"519",13116,"LO ESPEJO","Municipal",1553,5.6
"520",13116,"LO ESPEJO","Particular Subvencionado",2730,5.7
"521",13117,"LO PRADO","Particular Subvencionado",3069,5.7
"522",13117,"LO PRADO","Servicio Local de Educación",2232,5.6
