"","codigo_comuna","nombre_comuna","SituacionFinal","n_estudiantes"
"52",3102,"CALDERA","Reprobado",33
"53",3102,"CALDERA","Retirado",108
"54",3103,"TIERRA AMARILLA","Promovido",953
"55",3103,"TIERRA AMARILLA","Reprobado",75
"56",3103,"TIERRA AMARILLA","Retirado",84
"57",3201,"CHAÑARAL","Promovido",1136
"58",3201,"CHAÑARAL","Reprobado",20
"59",3201,"CHAÑARAL","Retirado",103
"60",3202,"DIEGO DE ALMAGRO","Promovido",1296
"61",3202,"DIEGO DE ALMAGRO","Reprobado",11
"62",3202,"DIEGO DE ALMAGRO","Retirado",98
"63",3301,"VALLENAR","Promovido",4222
"64",3301,"VALLENAR","Reprobado",42
"65",3301,"VALLENAR","Retirado",208
"66",3302,"ALTO DEL CARMEN","Promovido",354
"67",3302,"ALTO DEL CARMEN","Reprobado",6
"68",3302,"ALTO DEL CARMEN","Retirado",26
"69",3303,"FREIRINA","Promovido",504
"70",3303,"FREIRINA","Reprobado",9
"71",3303,"FREIRINA","Retirado",29
"72",3304,"HUASCO","Promovido",828
"73",3304,"HUASCO","Reprobado",10
"74",3304,"HUASCO","Retirado",55
"75",4101,"LA SERENA","Promovido",19434
"76",4101,"LA SERENA","Reprobado",470
"77",4101,"LA SERENA","Retirado",1588
"78",4102,"COQUIMBO","Promovido",15977
"79",4102,"COQUIMBO","Reprobado",436
"80",4102,"COQUIMBO","Retirado",1223
"81",4103,"ANDACOLLO","Promovido",888
"82",4103,"ANDACOLLO","Reprobado",9
"83",4103,"ANDACOLLO","Retirado",56
"84",4104,"LA HIGUERA","Promovido",345
"85",4104,"LA HIGUERA","Reprobado",11
"86",4104,"LA HIGUERA","Retirado",27
"87",4105,"PAIGUANO","Promovido",312
"88",4105,"PAIGUANO","Reprobado",9
"89",4105,"PAIGUANO","Retirado",28
"90",4106,"VICUÑA","Promovido",2147
"91",4106,"VICUÑA","Reprobado",61
"92",4106,"VICUÑA","Retirado",194
"93",4201,"ILLAPEL","Promovido",2357
"94",4201,"ILLAPEL","Reprobado",41
"95",4201,"ILLAPEL","Retirado",128
"96",4202,"CANELA","Promovido",563
"97",4202,"CANELA","Reprobado",7
"98",4202,"CANELA","Retirado",28
"99",4203,"LOS VILOS","Promovido",1669
"100",4203,"LOS VILOS","Reprobado",18
"101",4203,"LOS VILOS","Retirado",118
"102",4204,"SALAMANCA","Promovido",2109
"103",4204,"SALAMANCA","Reprobado",21
"104",4204,"SALAMANCA","Retirado",149
"105",4301,"OVALLE","Promovido",8853
"106",4301,"OVALLE","Reprobado",167
"107",4301,"OVALLE","Retirado",582
"108",4302,"COMBARBALÁ","Promovido",831
"109",4302,"COMBARBALÁ","Reprobado",10
"110",4302,"COMBARBALÁ","Retirado",51
"111",4303,"MONTE PATRIA","Promovido",2352
"112",4303,"MONTE PATRIA","Reprobado",70
"113",4303,"MONTE PATRIA","Retirado",134
"114",4304,"PUNITAQUI","Promovido",844
"115",4304,"PUNITAQUI","Reprobado",16
"116",4304,"PUNITAQUI","Retirado",56
"117",4305,"RÍO HURTADO","Promovido",257
"118",4305,"RÍO HURTADO","Reprobado",7
"119",4305,"RÍO HURTADO","Retirado",10
"120",5101,"VALPARAÍSO","Promovido",18078
"121",5101,"VALPARAÍSO","Reprobado",539
"122",5101,"VALPARAÍSO","Retirado",1955
"123",5102,"CASABLANCA","Promovido",1899
"124",5102,"CASABLANCA","Reprobado",45
"125",5102,"CASABLANCA","Retirado",106
"126",5103,"CONCÓN","Promovido",3171
"127",5103,"CONCÓN","Reprobado",57
"128",5103,"CONCÓN","Retirado",131
"129",5104,"JUAN FERNÁNDEZ","Promovido",69
"130",5104,"JUAN FERNÁNDEZ","Reprobado",4
"131",5104,"JUAN FERNÁNDEZ","Retirado",6
"132",5105,"PUCHUNCAVÍ","Promovido",1102
"133",5105,"PUCHUNCAVÍ","Reprobado",38
"134",5105,"PUCHUNCAVÍ","Retirado",115
"135",5107,"QUINTERO","Promovido",2105
"136",5107,"QUINTERO","Reprobado",110
"137",5107,"QUINTERO","Retirado",250
"138",5109,"VIÑA DEL MAR","Promovido",20311
"139",5109,"VIÑA DEL MAR","Reprobado",637
"140",5109,"VIÑA DEL MAR","Retirado",2105
"141",5201,"ISLA DE PASCUA","Promovido",591
"142",5201,"ISLA DE PASCUA","Reprobado",6
"143",5201,"ISLA DE PASCUA","Retirado",74
"144",5301,"LOS ANDES","Promovido",5750
"145",5301,"LOS ANDES","Reprobado",151
"146",5301,"LOS ANDES","Retirado",415
"147",5302,"CALLE LARGA","Promovido",982
"148",5302,"CALLE LARGA","Reprobado",16
"149",5302,"CALLE LARGA","Retirado",69
"150",5303,"RINCONADA","Promovido",685
"151",5303,"RINCONADA","Reprobado",15
"152",5303,"RINCONADA","Retirado",35
"153",5304,"SAN ESTEBAN","Promovido",712
"154",5304,"SAN ESTEBAN","Reprobado",14
"155",5304,"SAN ESTEBAN","Retirado",54
"156",5401,"LA LIGUA","Promovido",2504
"157",5401,"LA LIGUA","Reprobado",30
"158",5401,"LA LIGUA","Retirado",166
"159",5402,"CABILDO","Promovido",1520
"160",5402,"CABILDO","Reprobado",23
"161",5402,"CABILDO","Retirado",57
"162",5403,"PAPUDO","Promovido",288
"163",5403,"PAPUDO","Reprobado",4
"164",5403,"PAPUDO","Retirado",25
"165",5404,"PETORCA","Promovido",720
"166",5404,"PETORCA","Reprobado",1
"167",5404,"PETORCA","Retirado",32
"168",5405,"ZAPALLAR","Promovido",584
"169",5405,"ZAPALLAR","Reprobado",3
"170",5405,"ZAPALLAR","Retirado",28
"171",5501,"QUILLOTA","Promovido",7148
"172",5501,"QUILLOTA","Reprobado",237
"173",5501,"QUILLOTA","Retirado",359
"174",5502,"CALERA","Promovido",4471
"175",5502,"CALERA","Reprobado",92
"176",5502,"CALERA","Retirado",341
"177",5503,"HIJUELAS","Promovido",1118
"178",5503,"HIJUELAS","Reprobado",30
"179",5503,"HIJUELAS","Retirado",68
"180",5504,"LA CRUZ","Promovido",698
"181",5504,"LA CRUZ","Reprobado",18
"182",5504,"LA CRUZ","Retirado",51
"183",5506,"NOGALES","Promovido",1393
"184",5506,"NOGALES","Reprobado",25
"185",5506,"NOGALES","Retirado",56
"186",5601,"SAN ANTONIO","Promovido",6613
"187",5601,"SAN ANTONIO","Reprobado",86
"188",5601,"SAN ANTONIO","Retirado",521
"189",5602,"ALGARROBO","Promovido",902
"190",5602,"ALGARROBO","Reprobado",15
"191",5602,"ALGARROBO","Retirado",91
"192",5603,"CARTAGENA","Promovido",1794
"193",5603,"CARTAGENA","Reprobado",15
"194",5603,"CARTAGENA","Retirado",234
"195",5603,"CARTAGENA",NA,1
"196",5604,"EL QUISCO","Promovido",942
"197",5604,"EL QUISCO","Reprobado",7
"198",5604,"EL QUISCO","Retirado",80
"199",5605,"EL TABO","Promovido",446
"200",5605,"EL TABO","Reprobado",1
"201",5605,"EL TABO","Retirado",60
"202",5606,"SANTO DOMINGO","Promovido",891
"203",5606,"SANTO DOMINGO","Reprobado",6
"204",5606,"SANTO DOMINGO","Retirado",59
"205",5701,"SAN FELIPE","Promovido",6041
"206",5701,"SAN FELIPE","Reprobado",204
"207",5701,"SAN FELIPE","Retirado",477
"208",5702,"CATEMU","Promovido",840
"209",5702,"CATEMU","Reprobado",33
"210",5702,"CATEMU","Retirado",92
"211",5703,"LLAILLAY","Promovido",1994
"212",5703,"LLAILLAY","Reprobado",53
"213",5703,"LLAILLAY","Retirado",157
"214",5704,"PANQUEHUE","Promovido",583
"215",5704,"PANQUEHUE","Reprobado",8
"216",5704,"PANQUEHUE","Retirado",29
"217",5705,"PUTAENDO","Promovido",981
"218",5705,"PUTAENDO","Reprobado",33
"219",5705,"PUTAENDO","Retirado",96
"220",5706,"SANTA MARÍA","Promovido",959
"221",5706,"SANTA MARÍA","Reprobado",41
"222",5706,"SANTA MARÍA","Retirado",68
"223",5801,"QUILPUÉ","Promovido",11372
"224",5801,"QUILPUÉ","Reprobado",219
"225",5801,"QUILPUÉ","Retirado",913
"226",5802,"LIMACHE","Promovido",3214
"227",5802,"LIMACHE","Reprobado",91
"228",5802,"LIMACHE","Retirado",280
"229",5803,"OLMUÉ","Promovido",928
"230",5803,"OLMUÉ","Reprobado",31
"231",5803,"OLMUÉ","Retirado",70
"232",5804,"VILLA ALEMANA","Promovido",7743
"233",5804,"VILLA ALEMANA","Reprobado",169
"234",5804,"VILLA ALEMANA","Retirado",505
"235",6101,"RANCAGUA","Promovido",18522
"236",6101,"RANCAGUA","Reprobado",454
"237",6101,"RANCAGUA","Retirado",1524
"238",6102,"CODEGUA","Promovido",685
"239",6102,"CODEGUA","Reprobado",19
"240",6102,"CODEGUA","Retirado",88
"241",6103,"COINCO","Promovido",461
"242",6103,"COINCO","Reprobado",3
"243",6103,"COINCO","Retirado",32
"244",6104,"COLTAUCO","Promovido",1353
"245",6104,"COLTAUCO","Reprobado",40
"246",6104,"COLTAUCO","Retirado",78
"247",6105,"DOÑIHUE","Promovido",1626
"248",6105,"DOÑIHUE","Reprobado",17
"249",6105,"DOÑIHUE","Retirado",111
"250",6106,"GRANEROS","Promovido",3161
"251",6106,"GRANEROS","Reprobado",97
"252",6106,"GRANEROS","Retirado",282
"253",6107,"LAS CABRAS","Promovido",1820
"254",6107,"LAS CABRAS","Reprobado",23
"255",6107,"LAS CABRAS","Retirado",123
"256",6108,"MACHALÍ","Promovido",4544
"257",6108,"MACHALÍ","Reprobado",78
"258",6108,"MACHALÍ","Retirado",242
"259",6109,"MALLOA","Promovido",673
"260",6109,"MALLOA","Reprobado",24
"261",6109,"MALLOA","Retirado",39
"262",6110,"MOSTAZAL","Promovido",1729
"263",6110,"MOSTAZAL","Reprobado",43
"264",6110,"MOSTAZAL","Retirado",160
"265",6111,"OLIVAR","Promovido",789
"266",6111,"OLIVAR","Reprobado",13
"267",6111,"OLIVAR","Retirado",55
"268",6112,"PEUMO","Promovido",935
"269",6112,"PEUMO","Reprobado",36
"270",6112,"PEUMO","Retirado",58
"271",6113,"PICHIDEGUA","Promovido",1161
"272",6113,"PICHIDEGUA","Reprobado",8
"273",6113,"PICHIDEGUA","Retirado",81
"274",6114,"QUINTA DE TILCOCO","Promovido",905
"275",6114,"QUINTA DE TILCOCO","Reprobado",11
"276",6114,"QUINTA DE TILCOCO","Retirado",36
"277",6115,"RENGO","Promovido",4526
"278",6115,"RENGO","Reprobado",59
"279",6115,"RENGO","Retirado",354
"280",6116,"REQUÍNOA","Promovido",1694
"281",6116,"REQUÍNOA","Reprobado",18
"282",6116,"REQUÍNOA","Retirado",84
"283",6117,"SAN VICENTE","Promovido",3528
"284",6117,"SAN VICENTE","Reprobado",59
"285",6117,"SAN VICENTE","Retirado",231
"286",6201,"PICHILEMU","Promovido",1120
"287",6201,"PICHILEMU","Reprobado",11
"288",6201,"PICHILEMU","Retirado",78
"289",6202,"LA ESTRELLA","Promovido",165
"290",6202,"LA ESTRELLA","Retirado",7
"291",6203,"LITUECHE","Promovido",427
"292",6203,"LITUECHE","Reprobado",16
"293",6203,"LITUECHE","Retirado",23
"294",6204,"MARCHIHUE","Promovido",385
"295",6204,"MARCHIHUE","Reprobado",6
"296",6204,"MARCHIHUE","Retirado",20
"297",6205,"NAVIDAD","Promovido",361
"298",6205,"NAVIDAD","Reprobado",9
"299",6205,"NAVIDAD","Retirado",15
"300",6206,"PAREDONES","Promovido",347
"301",6206,"PAREDONES","Reprobado",3
"302",6206,"PAREDONES","Retirado",12
"303",6301,"SAN FERNANDO","Promovido",5998
"304",6301,"SAN FERNANDO","Reprobado",159
"305",6301,"SAN FERNANDO","Retirado",425
"306",6302,"CHÉPICA","Promovido",834
"307",6302,"CHÉPICA","Reprobado",7
"308",6302,"CHÉPICA","Retirado",42
"309",6303,"CHIMBARONGO","Promovido",2513
"310",6303,"CHIMBARONGO","Reprobado",42
"311",6303,"CHIMBARONGO","Retirado",175
"312",6304,"LOLOL","Promovido",367
"313",6304,"LOLOL","Reprobado",11
"314",6304,"LOLOL","Retirado",22
"315",6305,"NANCAGUA","Promovido",1223
"316",6305,"NANCAGUA","Reprobado",28
"317",6305,"NANCAGUA","Retirado",51
"318",6306,"PALMILLA","Promovido",525
"319",6306,"PALMILLA","Reprobado",11
"320",6306,"PALMILLA","Retirado",20
"321",6307,"PERALILLO","Promovido",623
"322",6307,"PERALILLO","Reprobado",1
"323",6307,"PERALILLO","Retirado",23
"324",6308,"PLACILLA","Promovido",421
"325",6308,"PLACILLA","Reprobado",5
"326",6308,"PLACILLA","Retirado",25
"327",6309,"PUMANQUE","Promovido",168
"328",6309,"PUMANQUE","Reprobado",1
"329",6309,"PUMANQUE","Retirado",10
"330",6310,"SANTA CRUZ","Promovido",3274
"331",6310,"SANTA CRUZ","Reprobado",39
"332",6310,"SANTA CRUZ","Retirado",165
"333",6310,"SANTA CRUZ",NA,2
"334",7101,"TALCA","Promovido",17174
"335",7101,"TALCA","Reprobado",315
"336",7101,"TALCA","Retirado",1211
"337",7102,"CONSTITUCIÓN","Promovido",3424
"338",7102,"CONSTITUCIÓN","Reprobado",118
"339",7102,"CONSTITUCIÓN","Retirado",186
"340",7103,"CUREPTO","Promovido",539
"341",7103,"CUREPTO","Reprobado",4
"342",7103,"CUREPTO","Retirado",26
"343",7104,"EMPEDRADO","Promovido",310
"344",7104,"EMPEDRADO","Reprobado",6
"345",7104,"EMPEDRADO","Retirado",13
"346",7105,"MAULE","Promovido",2134
"347",7105,"MAULE","Reprobado",12
"348",7105,"MAULE","Retirado",164
"349",7106,"PELARCO","Promovido",529
"350",7106,"PELARCO","Reprobado",2
"351",7106,"PELARCO","Retirado",110
"352",7107,"PENCAHUE","Promovido",419
"353",7107,"PENCAHUE","Reprobado",6
"354",7107,"PENCAHUE","Retirado",24
"355",7108,"RÍO CLARO","Promovido",928
"356",7108,"RÍO CLARO","Reprobado",33
"357",7108,"RÍO CLARO","Retirado",55
"358",7109,"SAN CLEMENTE","Promovido",3086
"359",7109,"SAN CLEMENTE","Reprobado",34
"360",7109,"SAN CLEMENTE","Retirado",160
"361",7109,"SAN CLEMENTE",NA,3
"362",7110,"SAN RAFAEL","Promovido",725
"363",7110,"SAN RAFAEL","Reprobado",10
"364",7110,"SAN RAFAEL","Retirado",51
"365",7201,"CAUQUENES","Promovido",2805
"366",7201,"CAUQUENES","Reprobado",52
"367",7201,"CAUQUENES","Retirado",295
"368",7202,"CHANCO","Promovido",524
"369",7202,"CHANCO","Reprobado",21
"370",7202,"CHANCO","Retirado",18
"371",7203,"PELLUHUE","Promovido",547
"372",7203,"PELLUHUE","Reprobado",7
"373",7203,"PELLUHUE","Retirado",28
"374",7301,"CURICÓ","Promovido",11723
"375",7301,"CURICÓ","Reprobado",242
"376",7301,"CURICÓ","Retirado",663
"377",7302,"HUALAÑÉ","Promovido",638
"378",7302,"HUALAÑÉ","Reprobado",5
"379",7302,"HUALAÑÉ","Retirado",21
"380",7303,"LICANTÉN","Promovido",480
"381",7303,"LICANTÉN","Reprobado",6
"382",7303,"LICANTÉN","Retirado",28
"383",7304,"MOLINA","Promovido",3026
"384",7304,"MOLINA","Reprobado",112
"385",7304,"MOLINA","Retirado",234
"386",7305,"RAUCO","Promovido",481
"387",7305,"RAUCO","Reprobado",7
"388",7305,"RAUCO","Retirado",35
"389",7306,"ROMERAL","Promovido",959
"390",7306,"ROMERAL","Reprobado",9
"391",7306,"ROMERAL","Retirado",50
"392",7307,"SAGRADA FAMILIA","Promovido",1068
"393",7307,"SAGRADA FAMILIA","Reprobado",30
"394",7307,"SAGRADA FAMILIA","Retirado",63
"395",7308,"TENO","Promovido",1799
"396",7308,"TENO","Reprobado",22
"397",7308,"TENO","Retirado",122
"398",7309,"VICHUQUEN","Promovido",260
"399",7309,"VICHUQUEN","Reprobado",1
"400",7309,"VICHUQUEN","Retirado",7
"401",7401,"LINARES","Promovido",7717
"402",7401,"LINARES","Reprobado",166
"403",7401,"LINARES","Retirado",827
"404",7402,"COLBÚN","Promovido",1521
"405",7402,"COLBÚN","Reprobado",41
"406",7402,"COLBÚN","Retirado",106
"407",7403,"LONGAVÍ","Promovido",1943
"408",7403,"LONGAVÍ","Reprobado",31
"409",7403,"LONGAVÍ","Retirado",123
"410",7404,"PARRAL","Promovido",3050
"411",7404,"PARRAL","Reprobado",68
"412",7404,"PARRAL","Retirado",166
"413",7405,"RETIRO","Promovido",1348
"414",7405,"RETIRO","Reprobado",39
"415",7405,"RETIRO","Retirado",86
"416",7406,"SAN JAVIER","Promovido",3631
"417",7406,"SAN JAVIER","Reprobado",124
"418",7406,"SAN JAVIER","Retirado",176
"419",7407,"VILLA ALEGRE","Promovido",1002
"420",7407,"VILLA ALEGRE","Reprobado",18
"421",7407,"VILLA ALEGRE","Retirado",91
"422",7408,"YERBAS BUENAS","Promovido",753
"423",7408,"YERBAS BUENAS","Reprobado",20
"424",7408,"YERBAS BUENAS","Retirado",64
"425",8101,"CONCEPCIÓN","Promovido",14844
"426",8101,"CONCEPCIÓN","Reprobado",346
"427",8101,"CONCEPCIÓN","Retirado",950
"428",8102,"CORONEL","Promovido",8803
"429",8102,"CORONEL","Reprobado",222
"430",8102,"CORONEL","Retirado",492
"431",8103,"CHIGUAYANTE","Promovido",6029
"432",8103,"CHIGUAYANTE","Reprobado",140
"433",8103,"CHIGUAYANTE","Retirado",335
"434",8104,"FLORIDA","Promovido",658
"435",8104,"FLORIDA","Reprobado",22
"436",8104,"FLORIDA","Retirado",53
"437",8105,"HUALQUI","Promovido",1713
"438",8105,"HUALQUI","Reprobado",11
"439",8105,"HUALQUI","Retirado",116
"440",8106,"LOTA","Promovido",3322
"441",8106,"LOTA","Reprobado",93
"442",8106,"LOTA","Retirado",190
"443",8107,"PENCO","Promovido",2934
"444",8107,"PENCO","Reprobado",82
"445",8107,"PENCO","Retirado",183
"446",8108,"SAN PEDRO DE LA PAZ","Promovido",9825
"447",8108,"SAN PEDRO DE LA PAZ","Reprobado",234
"448",8108,"SAN PEDRO DE LA PAZ","Retirado",626
"449",8109,"SANTA JUANA","Promovido",1039
"450",8109,"SANTA JUANA","Reprobado",22
"451",8109,"SANTA JUANA","Retirado",44
"452",8110,"TALCAHUANO","Promovido",9188
"453",8110,"TALCAHUANO","Reprobado",117
"454",8110,"TALCAHUANO","Retirado",820
"455",8111,"TOMÉ","Promovido",3672
"456",8111,"TOMÉ","Reprobado",20
"457",8111,"TOMÉ","Retirado",257
"458",8112,"HUALPÉN","Promovido",5488
"459",8112,"HUALPÉN","Reprobado",66
"460",8112,"HUALPÉN","Retirado",383
"461",8201,"LEBU","Promovido",1888
"462",8201,"LEBU","Reprobado",70
"463",8201,"LEBU","Retirado",90
"464",8202,"ARAUCO","Promovido",2730
"465",8202,"ARAUCO","Reprobado",56
"466",8202,"ARAUCO","Retirado",120
"467",8203,"CAÑETE","Promovido",2735
"468",8203,"CAÑETE","Reprobado",93
"469",8203,"CAÑETE","Retirado",182
"470",8204,"CONTULMO","Promovido",463
"471",8204,"CONTULMO","Reprobado",13
"472",8204,"CONTULMO","Retirado",32
"473",8205,"CURANILAHUE","Promovido",2425
"474",8205,"CURANILAHUE","Reprobado",32
"475",8205,"CURANILAHUE","Retirado",117
"476",8206,"LOS ÁLAMOS","Promovido",1801
"477",8206,"LOS ÁLAMOS","Reprobado",19
"478",8206,"LOS ÁLAMOS","Retirado",131
"479",8207,"TIRÚA","Promovido",986
"480",8207,"TIRÚA","Reprobado",21
"481",8207,"TIRÚA","Retirado",61
"482",8301,"LOS ÁNGELES","Promovido",15728
"483",8301,"LOS ÁNGELES","Reprobado",309
"484",8301,"LOS ÁNGELES","Retirado",1052
"485",8302,"ANTUCO","Promovido",261
"486",8302,"ANTUCO","Reprobado",3
"487",8302,"ANTUCO","Retirado",27
"488",8303,"CABRERO","Promovido",2022
"489",8303,"CABRERO","Reprobado",28
"490",8303,"CABRERO","Retirado",136
"491",8304,"LAJA","Promovido",1796
"492",8304,"LAJA","Reprobado",32
"493",8304,"LAJA","Retirado",83
"494",8305,"MULCHÉN","Promovido",2157
"495",8305,"MULCHÉN","Reprobado",45
"496",8305,"MULCHÉN","Retirado",152
"497",8306,"NACIMIENTO","Promovido",2081
"498",8306,"NACIMIENTO","Reprobado",33
"499",8306,"NACIMIENTO","Retirado",91
"500",8307,"NEGRETE","Promovido",672
"501",8307,"NEGRETE","Reprobado",21
"502",8307,"NEGRETE","Retirado",42
"503",8308,"QUILACO","Promovido",200
"504",8308,"QUILACO","Reprobado",9
"505",8308,"QUILACO","Retirado",17
"506",8309,"QUILLECO","Promovido",553
"507",8309,"QUILLECO","Reprobado",12
"508",8309,"QUILLECO","Retirado",43
"509",8310,"SAN ROSENDO","Promovido",150
"510",8310,"SAN ROSENDO","Reprobado",1
"511",8310,"SAN ROSENDO","Retirado",4
"512",8311,"SANTA BÁRBARA","Promovido",1066
"513",8311,"SANTA BÁRBARA","Reprobado",11
"514",8311,"SANTA BÁRBARA","Retirado",80
"515",8312,"TUCAPEL","Promovido",934
"516",8312,"TUCAPEL","Reprobado",17
"517",8312,"TUCAPEL","Retirado",60
"518",8313,"YUMBEL","Promovido",1323
"519",8313,"YUMBEL","Reprobado",15
"520",8313,"YUMBEL","Retirado",85
"521",8314,"ALTO BIOBÍO","Promovido",608
"522",8314,"ALTO BIOBÍO","Reprobado",20
"523",8314,"ALTO BIOBÍO","Retirado",39
"524",9101,"TEMUCO","Promovido",20575
"525",9101,"TEMUCO","Reprobado",415
"526",9101,"TEMUCO","Retirado",2450
"527",9102,"CARAHUE","Promovido",1950
"528",9102,"CARAHUE","Reprobado",22
"529",9102,"CARAHUE","Retirado",214
"530",9103,"CUNCO","Promovido",1136
"531",9103,"CUNCO","Reprobado",8
"532",9103,"CUNCO","Retirado",68
"533",9104,"CURARREHUE","Promovido",616
"534",9104,"CURARREHUE","Reprobado",14
"535",9104,"CURARREHUE","Retirado",89
"536",9105,"FREIRE","Promovido",1580
"537",9105,"FREIRE","Reprobado",26
"538",9105,"FREIRE","Retirado",160
"539",9106,"GALVARINO","Promovido",976
"540",9106,"GALVARINO","Reprobado",13
"541",9106,"GALVARINO","Retirado",102
"542",9107,"GORBEA","Promovido",902
"543",9107,"GORBEA","Reprobado",9
"544",9107,"GORBEA","Retirado",107
"545",9108,"LAUTARO","Promovido",3004
"546",9108,"LAUTARO","Reprobado",29
"547",9108,"LAUTARO","Retirado",255
"548",9109,"LONCOCHE","Promovido",1634
"549",9109,"LONCOCHE","Reprobado",38
"550",9109,"LONCOCHE","Retirado",158
"551",9110,"MELIPEUCO","Promovido",451
"552",9110,"MELIPEUCO","Reprobado",8
"553",9110,"MELIPEUCO","Retirado",39
"554",9111,"NUEVA IMPERIAL","Promovido",2550
"555",9111,"NUEVA IMPERIAL","Reprobado",46
"556",9111,"NUEVA IMPERIAL","Retirado",304
"557",9112,"PADRE LAS CASAS","Promovido",5227
"558",9112,"PADRE LAS CASAS","Reprobado",87
"559",9112,"PADRE LAS CASAS","Retirado",456
"560",9113,"PERQUENCO","Promovido",488
"561",9113,"PERQUENCO","Reprobado",26
"562",9113,"PERQUENCO","Retirado",34
"563",9114,"PITRUFQUÉN","Promovido",1875
"564",9114,"PITRUFQUÉN","Reprobado",33
"565",9114,"PITRUFQUÉN","Retirado",174
"566",9115,"PUCÓN","Promovido",2071
"567",9115,"PUCÓN","Reprobado",32
"568",9115,"PUCÓN","Retirado",160
"569",9116,"SAAVEDRA","Promovido",975
"570",9116,"SAAVEDRA","Reprobado",9
"571",9116,"SAAVEDRA","Retirado",94
"572",9117,"TEODORO SCHMIDT","Promovido",1010
"573",9117,"TEODORO SCHMIDT","Reprobado",16
"574",9117,"TEODORO SCHMIDT","Retirado",111
"575",9118,"TOLTÉN","Promovido",779
"576",9118,"TOLTÉN","Reprobado",10
"577",9118,"TOLTÉN","Retirado",85
"578",9119,"VILCÚN","Promovido",2276
"579",9119,"VILCÚN","Reprobado",33
"580",9119,"VILCÚN","Retirado",205
"581",9120,"VILLARRICA","Promovido",4791
"582",9120,"VILLARRICA","Reprobado",43
"583",9120,"VILLARRICA","Retirado",470
"584",9121,"CHOLCHOL","Promovido",977
"585",9121,"CHOLCHOL","Reprobado",30
"586",9121,"CHOLCHOL","Retirado",123
"587",9201,"ANGOL","Promovido",4045
"588",9201,"ANGOL","Reprobado",66
"589",9201,"ANGOL","Retirado",159
"590",9202,"COLLIPULLI","Promovido",2170
"591",9202,"COLLIPULLI","Reprobado",27
"592",9202,"COLLIPULLI","Retirado",112
"593",9203,"CURACAUTÍN","Promovido",1196
"594",9203,"CURACAUTÍN","Reprobado",17
"595",9203,"CURACAUTÍN","Retirado",102
"596",9204,"ERCILLA","Promovido",692
"597",9204,"ERCILLA","Reprobado",13
"598",9204,"ERCILLA","Retirado",55
"599",9205,"LONQUIMAY","Promovido",823
"600",9205,"LONQUIMAY","Reprobado",18
"601",9205,"LONQUIMAY","Retirado",87
"602",9206,"LOS SAUCES","Promovido",488
"603",9206,"LOS SAUCES","Reprobado",7
"604",9206,"LOS SAUCES","Retirado",35
"605",9207,"LUMACO","Promovido",669
"606",9207,"LUMACO","Reprobado",19
"607",9207,"LUMACO","Retirado",50
"608",9208,"PURÉN","Promovido",880
"609",9208,"PURÉN","Reprobado",10
"610",9208,"PURÉN","Retirado",73
