"","codigo_comuna","nombre_comuna","Tipo de zona","n_estudiantes","promedio"
"536",14106,"MARIQUINA","Urbano",1112,5.9
"537",14107,"PAILLACO","Rural",428,5.9
"538",14107,"PAILLACO","Urbano",1013,6
"539",14108,"PANGUIPULLI","Rural",1435,5.9
"540",14108,"PANGUIPULLI","Urbano",1291,6.1
"541",14201,"LA UNIÓN","Rural",688,5.9
"542",14201,"LA UNIÓN","Urbano",1978,5.9
"543",14202,"FUTRONO","Rural",615,6.1
"544",14202,"FUTRONO","Urbano",737,6
"545",14203,"LAGO RANCO","Rural",309,5.9
"546",14203,"LAGO RANCO","Urbano",451,5.9
"547",14204,"RÍO BUENO","Rural",986,5.9
"548",14204,"RÍO BUENO","Urbano",1243,5.9
"549",15101,"ARICA","Rural",1040,5.9
"550",15101,"ARICA","Urbano",16981,5.9
"551",15102,"CAMARONES","Rural",52,5.8
"552",15201,"PUTRE","Rural",106,6.1
"553",15202,"GENERAL LAGOS","Rural",45,6
"554",16101,"CHILLÁN","Rural",731,6.1
"555",16101,"CHILLÁN","Urbano",12923,5.9
"556",16102,"BULNES","Rural",478,5.8
"557",16102,"BULNES","Urbano",1159,5.8
"558",16103,"CHILLÁN VIEJO","Rural",202,6
"559",16103,"CHILLÁN VIEJO","Urbano",1215,5.7
"560",16104,"EL CARMEN","Rural",241,5.9
"561",16104,"EL CARMEN","Urbano",695,6
"562",16105,"PEMUCO","Rural",207,5.8
"563",16105,"PEMUCO","Urbano",292,5.4
"564",16106,"PINTO","Rural",280,5.9
"565",16106,"PINTO","Urbano",368,6.1
"566",16107,"QUILLÓN","Rural",443,5.8
"567",16107,"QUILLÓN","Urbano",783,6.1
"568",16108,"SAN IGNACIO","Rural",268,5.8
"569",16108,"SAN IGNACIO","Urbano",566,6
"570",16109,"YUNGAY","Rural",317,5.8
"571",16109,"YUNGAY","Urbano",1004,5.9
"572",16201,"QUIRIHUE","Rural",29,6.2
"573",16201,"QUIRIHUE","Urbano",706,5.8
"574",16202,"COBQUECURA","Rural",64,6
"575",16202,"COBQUECURA","Urbano",199,6
"576",16203,"COELEMU","Rural",250,5.9
"577",16203,"COELEMU","Urbano",948,6.1
"578",16204,"NINHUE","Rural",158,6
"579",16204,"NINHUE","Urbano",159,5.9
"580",16205,"PORTEZUELO","Rural",79,6
"581",16205,"PORTEZUELO","Urbano",209,6
"582",16206,"RANQUIL","Rural",184,5.9
"583",16206,"RANQUIL","Urbano",232,5.9
"584",16207,"TREHUACO","Rural",179,6.3
"585",16301,"SAN CARLOS","Rural",771,5.9
"586",16301,"SAN CARLOS","Urbano",2745,5.9
"587",16302,"COIHUECO","Rural",876,5.8
"588",16302,"COIHUECO","Urbano",961,5.8
"589",16303,"ÑIQUÉN","Rural",466,5.9
"590",16303,"ÑIQUÉN","Urbano",227,5.8
"591",16304,"SAN FABIÁN","Rural",135,6.1
"592",16304,"SAN FABIÁN","Urbano",236,6.1
"593",16305,"SAN NICOLÁS","Rural",450,5.6
"594",16305,"SAN NICOLÁS","Urbano",608,5.9
